CEG,lat_base,lon_base,lat_era5,lon_era5,cell_key
EOLCVBA034647-0-01,-10.480450634999954,-41.57687853199997,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034623-3-01,-10.405412099999978,-41.44864515999996,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034638-1-01,-10.46295350899993,-41.51405274599995,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034622-5-01,-10.40246351099995,-41.493504203999976,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034634-9-01,-10.446783340999955,-41.500831613999935,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034625-0-01,-10.402736655999943,-41.44636052199997,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA034645-4-01,-10.440902020999944,-41.57230736099996,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA037001-0-01,-14.408568121999965,-42.63776866499995,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA038031-8-01,-9.750103255999932,-40.97532637599994,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA036993-4-01,-9.789150675999965,-41.01289439199997,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA038032-6-01,-9.674182178999956,-41.11013770899996,-9.75,-41.0,latm9p75_lonm41p00
EOLCVRN033002-7-01,-5.325670410999976,-35.73408378299996,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN033026-4-01,-5.32656775199996,-35.75434684099997,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN037949-2-01,-5.339594329999954,-35.767448840999975,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN037950-6-01,-5.331398699999966,-35.79381819399998,-5.25,-35.75,latm5p25_lonm35p75
EOLCVPI032863-4-01,-8.71766785699998,-41.64461214199997,-8.75,-41.75,latm8p75_lonm41p75
EOLCVBA050463-7-01,-11.025391653999977,-42.64105067799994,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA050465-3-01,-11.060369005999974,-42.63062401499997,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA050468-8-01,-11.066169437999974,-42.60300235499994,-11.0,-42.5,latm11p00_lonm42p50
EOLCVPB056619-5-01,-6.761960810999938,-36.45762063999996,-6.75,-36.5,latm6p75_lonm36p50
EOLCVBA049398-8-01,-12.637583219999954,-42.054265416999954,-12.75,-42.0,latm12p75_lonm42p00
EOLCVRN044982-2-01,-5.141535221999959,-35.72665336999995,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN051066-1-01,-5.132630628999948,-35.71814704999997,-5.25,-35.75,latm5p25_lonm35p75
EOLCVCE030930-3-01,-4.449459200999968,-37.88642308799996,-4.5,-38.0,latm4p50_lonm38p00
EOLCVBA031458-7-01,-14.28117500299993,-42.59242745699999,-14.25,-42.5,latm14p25_lonm42p50
EOLCVRN030417-4-01,-5.123284165999962,-36.15859902699998,-5.0,-36.25,latm5p00_lonm36p25
EOLCVPE031006-9-01,-8.334365667999975,-35.00531540199995,-8.25,-35.0,latm8p25_lonm35p00
EOLCVRN030849-8-01,-5.1381757879999554,-35.62181193599997,-5.25,-35.5,latm5p25_lonm35p50
EOLCVBA032644-5-01,-10.306931006999946,-40.43844032099997,-10.25,-40.5,latm10p25_lonm40p50
EOLCVBA033523-1-01,-10.412958412999956,-40.46732906099993,-10.5,-40.5,latm10p50_lonm40p50
EOLCVBA034889-9-01,-12.081899474999943,-41.49370535199995,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA037103-3-01,-10.428616081999962,-40.506891390999954,-10.5,-40.5,latm10p50_lonm40p50
EOLCVCE040885-9-01,-3.350366970999972,-39.33998670499994,-3.25,-39.25,latm3p25_lonm39p25
EOLCVPB034644-6-01,-7.045252963999928,-36.910714979999966,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPI033023-0-01,-8.766663492999953,-41.48042774999993,-8.75,-41.5,latm8p75_lonm41p50
EOLCVPI033025-6-01,-8.808720989999927,-41.46684360499995,-8.75,-41.5,latm8p75_lonm41p50
EOLCVPB034640-3-01,-7.0236279409999725,-36.90987356199997,-7.0,-37.0,latm7p00_lonm37p00
EOLCVRN030568-5-01,-5.093436819999965,-35.754820450999944,-5.0,-35.75,latm5p00_lonm35p75
EOLCVPE031823-0-01,-8.805046711999978,-36.76357981799998,-8.75,-36.75,latm8p75_lonm36p75
EOLCVPE031824-8-01,-8.739171418999945,-36.76936155899995,-8.75,-36.75,latm8p75_lonm36p75
EOLCVRN031651-2-01,-5.518775754999979,-36.01778015599996,-5.5,-36.0,latm5p50_lonm36p00
EOLCVRN030302-0-01,-5.313093426999956,-35.93036356199997,-5.25,-36.0,latm5p25_lonm36p00
EOLCVBA032466-3-01,-11.052440830999956,-41.325860303999946,-11.0,-41.25,latm11p00_lonm41p25
EOLCVPI031392-0-01,-7.474079997999979,-40.74767311299996,-7.5,-40.75,latm7p50_lonm40p75
EOLCVPI033016-7-01,-8.785283427999957,-41.43693586099994,-8.75,-41.5,latm8p75_lonm41p50
EOLCVRN036975-6-01,-5.097305976999962,-37.10533935299998,-5.0,-37.0,latm5p00_lonm37p00
EOLCVRN036985-3-01,-5.095993064999959,-36.97709516599997,-5.0,-37.0,latm5p00_lonm37p00
EOLCVPI044365-4-01,-9.052650201999938,-41.73639571099994,-9.0,-41.75,latm9p00_lonm41p75
EOLCVPI044368-9-01,-9.053646207999977,-41.77332400399996,-9.0,-41.75,latm9p00_lonm41p75
EOLCVPI044358-1-01,-9.04423600399997,-41.772770166999976,-9.0,-41.75,latm9p00_lonm41p75
EOLCVRN040595-7-01,-5.187686418999931,-37.13565430999995,-5.25,-37.25,latm5p25_lonm37p25
EOLCVRN032209-1-01,-5.131890462999934,-35.80978073699998,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN038310-4-01,-5.778033580999932,-35.964875907999954,-5.75,-36.0,latm5p75_lonm36p00
EOLCVRN038319-8-01,-5.850457173999928,-35.94190731699996,-5.75,-36.0,latm5p75_lonm36p00
EOLCVPB038030-0-01,-6.882361860999936,-36.84149027099994,-7.0,-36.75,latm7p00_lonm36p75
EOLCVBA034850-3-01,-10.97618119599997,-42.51015523499996,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA034513-0-01,-11.559024763999956,-41.33004266699993,-11.5,-41.25,latm11p50_lonm41p25
EOLCVRN037664-7-01,-5.921951501999956,-36.21256888599993,-6.0,-36.25,latm6p00_lonm36p25
EOLCVPB038305-8-01,-6.996426301999975,-36.77195807799996,-7.0,-36.75,latm7p00_lonm36p75
EOLCVRN032080-3-01,-5.366268094999953,-36.11046832299997,-5.25,-36.0,latm5p25_lonm36p00
EOLCVPI048516-0-01,-8.037875891999931,-40.74143904299996,-8.0,-40.75,latm8p00_lonm40p75
EOLCVRN033681-5-01,-5.869453973999953,-36.13757045999995,-5.75,-36.25,latm5p75_lonm36p25
EOLCVPI048511-0-01,-7.985693660999971,-40.58023453499993,-8.0,-40.5,latm8p00_lonm40p50
EOLCVBA051786-0-01,-11.03545049199994,-42.67169380799993,-11.0,-42.75,latm11p00_lonm42p75
EOLCVRN047244-1-01,-5.716779995999957,-36.28522564599996,-5.75,-36.25,latm5p75_lonm36p25
EOLCVBA056493-1-01,-10.326360462999958,-38.83629649399995,-10.25,-38.75,latm10p25_lonm38p75
EOLCVRN054609-7-01,-5.434654856999941,-35.76031099199997,-5.5,-35.75,latm5p50_lonm35p75
EOLCVRN054608-9-01,-5.420892609999953,-35.75140504799998,-5.5,-35.75,latm5p50_lonm35p75
EOLCVPE030805-6-01,-9.070019945999944,-38.12559823999993,-9.0,-38.25,latm9p00_lonm38p25
EOLCVCE030329-1-01,-3.3170461479999744,-39.25424396899996,-3.25,-39.25,latm3p25_lonm39p25
EOLCVRN030281-3-01,-5.168302786999959,-36.35780204799994,-5.25,-36.25,latm5p25_lonm36p25
EOLCVRN030897-8-01,-4.964360322999937,-37.00235019699994,-5.0,-37.0,latm5p00_lonm37p00
EOLCVPB029089-0-01,-6.5687828359999685,-34.96749960599993,-6.5,-35.0,latm6p50_lonm35p00
EOLCVCE028375-4-01,-3.7052999999999656,-38.47109999999998,-3.75,-38.5,latm3p75_lonm38p50
EOLCVBA031447-1-01,-14.28722812099994,-42.59152000199998,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030319-4-01,-14.001530636999972,-42.63691709399996,-14.0,-42.75,latm14p00_lonm42p75
EOLCVCE031484-6-01,-2.95465274999998,-39.838993235999965,-3.0,-39.75,latm3p00_lonm39p75
EOLCVBA030726-2-01,-11.705596211999932,-41.36688527399997,-11.75,-41.25,latm11p75_lonm41p25
EOLCVBA032362-4-01,-13.992464764999966,-42.65860401499998,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032364-0-01,-13.98243685899996,-42.678487417999975,-14.0,-42.75,latm14p00_lonm42p75
EOLCVRN033430-8-01,-5.0126805649999255,-37.03957046099998,-5.0,-37.0,latm5p00_lonm37p00
EOLCVBA037209-9-01,-9.26020854999996,-41.01681339899994,-9.25,-41.0,latm9p25_lonm41p00
EOLCVMA040573-6-01,-2.682505693999929,-42.59238174499996,-2.75,-42.5,latm2p75_lonm42p50
EOLCVMA040574-4-01,-2.697110189999933,-42.57292867499996,-2.75,-42.5,latm2p75_lonm42p50
EOLCVMA040572-8-01,-2.6767677289999483,-42.60250510399993,-2.75,-42.5,latm2p75_lonm42p50
EOLCVPB037952-2-01,-6.868972579999934,-36.76817939499995,-6.75,-36.75,latm6p75_lonm36p75
EOLCVPB034646-2-01,-7.013289244999953,-36.91930881699994,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB035181-4-01,-6.9007208899999455,-36.77309337199995,-7.0,-36.75,latm7p00_lonm36p75
EOLCVPB034639-0-01,-7.005436147999944,-36.903078241999935,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB034642-0-01,-7.010404301999927,-36.89471082499995,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB035184-9-01,-7.0118293769999696,-36.88192863599994,-7.0,-37.0,latm7p00_lonm37p00
EOLCVPB037958-1-01,-6.936362680999935,-36.865495615999976,-7.0,-36.75,latm7p00_lonm36p75
EOLCVPB038029-6-01,-6.869182122999973,-36.82355031499998,-6.75,-36.75,latm6p75_lonm36p75
EOLCVRN030660-6-01,-5.387742311999944,-35.844007157999954,-5.5,-35.75,latm5p50_lonm35p75
EOLCVPB029083-1-01,-6.576505256999951,-34.97629024099996,-6.5,-35.0,latm6p50_lonm35p00
EOLCVCE030352-6-01,-3.333170844999927,-39.27627544799998,-3.25,-39.25,latm3p25_lonm39p25
EOLCVCE032010-2-01,-3.2658465489999458,-39.29807565799996,-3.25,-39.25,latm3p25_lonm39p25
EOLCVBA032102-8-01,-13.859157163999951,-42.690898524999966,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA031355-6-01,-11.854566053999974,-41.415526471999954,-11.75,-41.5,latm11p75_lonm41p50
EOLCVBA031121-9-01,-11.839624399999934,-41.469562295999935,-11.75,-41.5,latm11p75_lonm41p50
EOLCVRN030661-4-01,-5.38177049799998,-35.836118030999955,-5.5,-35.75,latm5p50_lonm35p75
EOLCVCE030332-1-01,-3.3443751729999462,-39.26075033999996,-3.25,-39.25,latm3p25_lonm39p25
EOLCVBA031407-2-01,-14.545535342999926,-42.57817870699995,-14.5,-42.5,latm14p50_lonm42p50
EOLCVPI030830-7-01,-2.8284017789999325,-41.733989159999965,-2.75,-41.75,latm2p75_lonm41p75
EOLCVBA031405-6-01,-14.324042779999957,-42.57183600099995,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA032106-0-01,-13.83676702599996,-42.69089774799994,-13.75,-42.75,latm13p75_lonm42p75
EOLCVRN038002-4-01,-5.24006426699998,-35.46090192799994,-5.25,-35.5,latm5p25_lonm35p50
EOLCVBA032098-6-01,-14.314793175999966,-42.57112939599995,-14.25,-42.5,latm14p25_lonm42p50
EOLCVCE030289-9-01,-3.024187961999928,-39.63406713699993,-3.0,-39.75,latm3p00_lonm39p75
EOLCVPB029092-0-01,-6.587407751999933,-34.981052516999966,-6.5,-35.0,latm6p50_lonm35p00
EOLCVRN030499-9-01,-5.401355528999943,-35.83698434099995,-5.5,-35.75,latm5p50_lonm35p75
EOLCVBA032104-4-01,-13.82772351699998,-42.691014706999965,-13.75,-42.75,latm13p75_lonm42p75
EOLCVCE030331-3-01,-3.340758851999965,-39.251414463999936,-3.25,-39.25,latm3p25_lonm39p25
EOLCVPB029041-6-01,-6.4916322479999735,-34.97185849599998,-6.5,-35.0,latm6p50_lonm35p00
EOLCVBA030322-4-01,-13.96795825099997,-42.63995219599997,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032363-2-01,-14.26697816199993,-42.53643261399998,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA037069-0-01,-9.546420394999927,-40.89498336999998,-9.5,-41.0,latm9p50_lonm41p00
EOLCVCE030929-0-01,-4.432987465999929,-37.816219375999935,-4.5,-37.75,latm4p50_lonm37p75
EOLCVCE030907-9-01,-4.426786446999927,-37.88857483099997,-4.5,-38.0,latm4p50_lonm38p00
EOLCVPI044359-0-01,-9.00827507699995,-41.72709975299995,-9.0,-41.75,latm9p00_lonm41p75
EOLCVMA037967-0-01,-2.696462160999942,-42.54740271199995,-2.75,-42.5,latm2p75_lonm42p50
EOLCVMA037970-0-01,-2.700370780999947,-42.55823494099997,-2.75,-42.5,latm2p75_lonm42p50
EOLCVMA037972-7-01,-2.68316406799994,-42.57344164099993,-2.75,-42.5,latm2p75_lonm42p50
EOLCVBA034614-4-01,-10.459998801999973,-41.39316049599995,-10.5,-41.5,latm10p50_lonm41p50
EOLCVPI044366-2-01,-9.07118300299993,-41.73497260899995,-9.0,-41.75,latm9p00_lonm41p75
EOLCVBA044361-1-01,-9.073836227999948,-41.714803753999945,-9.0,-41.75,latm9p00_lonm41p75
EOLCVBA037019-3-01,-14.415362057999973,-42.641124402999935,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA032487-6-01,-14.451361973999951,-42.650471712999945,-14.5,-42.75,latm14p50_lonm42p75
EOLCVCE040794-1-01,-4.755265879999968,-37.33627219599998,-4.75,-37.25,latm4p75_lonm37p25
EOLCVRN037021-5-01,-5.145831832999932,-35.798929993999934,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN032208-3-01,-5.181273689999955,-35.78058944899993,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN032207-5-01,-5.152554659999964,-35.76459313899994,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN037959-0-01,-5.259560010999962,-35.497214234999944,-5.25,-35.5,latm5p25_lonm35p50
EOLCVRN037999-9-01,-5.241827972999943,-35.487992616999975,-5.25,-35.5,latm5p25_lonm35p50
EOLCVRN038006-7-01,-5.224845270999936,-35.47888282899993,-5.25,-35.5,latm5p25_lonm35p50
EOLCVRN040600-7-01,-5.271971801999939,-37.113856329999976,-5.25,-37.0,latm5p25_lonm37p00
EOLCVRN040601-5-01,-5.288186869999947,-37.129872116999934,-5.25,-37.25,latm5p25_lonm37p25
EOLCVRN040602-3-01,-5.292066086999967,-37.15408889799994,-5.25,-37.25,latm5p25_lonm37p25
EOLCVRS035271-3-01,-5.450857921999955,-36.01233625899994,-5.5,-36.0,latm5p50_lonm36p00
EOLCVPI044555-0-01,-9.004351093999958,-41.71769119399994,-9.0,-41.75,latm9p00_lonm41p75
EOLCVPI044367-0-01,-9.098210149999945,-41.76094014399996,-9.0,-41.75,latm9p00_lonm41p75
EOLCVRN032870-7-01,-5.419885621999981,-36.016571812999985,-5.5,-36.0,latm5p50_lonm36p00
EOLCVRN035008-7-01,-5.4263360589999365,-36.02021005399996,-5.5,-36.0,latm5p50_lonm36p00
EOLCVRN035270-5-01,-5.434540208999977,-36.01272336999995,-5.5,-36.0,latm5p50_lonm36p00
EOLCVPI040631-7-01,-8.952477918999932,-41.669894572999965,-9.0,-41.75,latm9p00_lonm41p75
EOLCVBA032101-0-01,-13.99459845399997,-42.69078304199997,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032245-8-01,-14.016968305999969,-42.67641006599996,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032417-5-01,-9.800087141999938,-41.01461899399993,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA032819-7-01,-14.616310283999953,-42.55300376499997,-14.5,-42.5,latm14p50_lonm42p50
EOLCVCE038063-6-01,-4.201318446999949,-40.98863720899993,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038059-8-01,-4.210852876999979,-41.028744407999966,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038061-0-01,-4.19981768599996,-41.06162036799998,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038062-8-01,-4.193301799999972,-40.99097630499995,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038060-1-01,-4.183823971999971,-41.04447826399996,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038058-0-01,-4.191567527999951,-41.02546173899998,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038057-1-01,-4.16390632699995,-41.03057749599998,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038056-3-01,-4.146528324999963,-41.03091122199993,-4.25,-41.0,latm4p25_lonm41p00
EOLCVCE038055-5-01,-4.130004177999979,-41.02615982699996,-4.25,-41.0,latm4p25_lonm41p00
EOLCVBA043195-8-01,-14.833665910999969,-42.648372998999946,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA037089-4-01,-14.84470192599997,-42.63211093299998,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA050987-6-01,-14.694926102999943,-42.63128267299993,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA050989-2-01,-14.72875762999996,-42.62919083499997,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA050990-6-01,-14.73772914899996,-42.63781954199993,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA050988-4-01,-14.71269904099995,-42.62584667899995,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA051004-1-01,-14.762735525999972,-42.59099786499996,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051005-0-01,-14.810939553999958,-42.628596383999934,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA051012-2-01,-14.908419217999947,-42.61176538499996,-15.0,-42.5,latm15p00_lonm42p50
EOLCVBA051010-6-01,-14.902250745999936,-42.63634174099997,-15.0,-42.75,latm15p00_lonm42p75
EOLCVBA051007-6-01,-14.827867596999964,-42.61957984299994,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051008-4-01,-14.872027239999966,-42.63169225399997,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA051011-4-01,-14.91940604299998,-42.62400138199996,-15.0,-42.5,latm15p00_lonm42p50
EOLCVBA050992-2-01,-14.700721002999956,-42.60439700099994,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051006-8-01,-14.821418135999975,-42.63634846199994,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA051009-2-01,-14.88466865099997,-42.63101540899999,-15.0,-42.75,latm15p00_lonm42p75
EOLCVBA051013-0-01,-14.857708930999934,-42.603973543999984,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051003-3-01,-14.784955040999932,-42.61535924499998,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA043192-3-01,-14.862161878999927,-42.58662905099993,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA037088-6-01,-14.884675137999976,-42.61421951899996,-15.0,-42.5,latm15p00_lonm42p50
EOLCVBA043194-0-01,-14.85677974899994,-42.62672199899998,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA037087-8-01,-14.872914481999942,-42.61009445099995,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA050061-5-01,-8.97149524699995,-38.581290680999984,-9.0,-38.5,latm9p00_lonm38p50
EOLCVBA050065-8-01,-9.143945039999949,-38.79190941899998,-9.25,-38.75,latm9p25_lonm38p75
EOLCVRN047242-5-01,-5.685612173999971,-36.30615648699995,-5.75,-36.25,latm5p75_lonm36p25
EOLCVRN033598-3-01,-6.078963511999973,-36.67402190499996,-6.0,-36.75,latm6p00_lonm36p75
EOLCVBA049390-2-01,-11.465931035999972,-42.55860940499997,-11.5,-42.5,latm11p50_lonm42p50
EOLCVRN033831-1-01,-5.51854551699995,-36.22985296899998,-5.5,-36.25,latm5p50_lonm36p25
EOLCVRN033834-6-01,-5.584802827999965,-36.23479241099994,-5.5,-36.25,latm5p50_lonm36p25
EOLCVRN035214-4-01,-5.575646616999961,-36.15093640999993,-5.5,-36.25,latm5p50_lonm36p25
EOLCVRN033875-3-01,-5.507548041999939,-36.21673908599996,-5.5,-36.25,latm5p50_lonm36p25
EOLCVBA046758-8-01,-10.146645382999964,-38.77132040899994,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA037006-1-01,-14.075352671999951,-42.52628322399994,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA049371-6-01,-11.370329993999974,-42.60718562999995,-11.25,-42.5,latm11p25_lonm42p50
EOLCVPI038116-0-01,-8.963018644999977,-41.676441361999935,-9.0,-41.75,latm9p00_lonm41p75
EOLCVPI038120-9-01,-8.964739748999932,-41.69953164699996,-9.0,-41.75,latm9p00_lonm41p75
EOLCVPI038123-3-01,-8.970226723999929,-41.73056018999995,-9.0,-41.75,latm9p00_lonm41p75
EOLCVBA040777-1-01,-14.179860194999948,-42.53302445999998,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA040778-0-01,-14.20685148499996,-42.53267661599995,-14.25,-42.5,latm14p25_lonm42p50
EOLCVRN044974-1-01,-6.771816417999958,-36.65089737499994,-6.75,-36.75,latm6p75_lonm36p75
EOLCVPE049353-8-01,-8.974497130999964,-36.73473384699997,-9.0,-36.75,latm9p00_lonm36p75
EOLCVBA037210-2-01,-9.286123430999965,-41.037818293999976,-9.25,-41.0,latm9p25_lonm41p00
EOLCVPB043277-6-01,-6.944493491999936,-36.79860002499999,-7.0,-36.75,latm7p00_lonm36p75
EOLCVCE041921-4-01,-4.746853491999957,-37.35408548699996,-4.75,-37.25,latm4p75_lonm37p25
EOLCVCE041922-2-01,-4.740224212999976,-37.38828139299994,-4.75,-37.5,latm4p75_lonm37p50
EOLCVCE032485-0-01,-4.722906319999936,-37.41167587399997,-4.75,-37.5,latm4p75_lonm37p50
EOLCVRN032404-3-01,-5.221796402999928,-35.65845803199994,-5.25,-35.75,latm5p25_lonm35p75
EOLCVPB051574-4-01,-7.0441579639999645,-36.76527970799998,-7.0,-36.75,latm7p00_lonm36p75
EOLCVBA049417-8-01,-12.699941329999945,-42.04701694099998,-12.75,-42.0,latm12p75_lonm42p00
EOLCVBA049416-0-01,-12.679561349999972,-42.049928997999984,-12.75,-42.0,latm12p75_lonm42p00
EOLCVBA049399-6-01,-12.658117596999944,-42.05303640699998,-12.75,-42.0,latm12p75_lonm42p00
EOLCVBA050844-6-01,-12.250903524999956,-42.37421591799995,-12.25,-42.25,latm12p25_lonm42p25
EOLCVBA050845-4-01,-12.224532089999968,-42.37804034199996,-12.25,-42.5,latm12p25_lonm42p50
EOLCVRN047164-0-01,-6.796910398999955,-36.677704493999954,-6.75,-36.75,latm6p75_lonm36p75
EOLCVPE072558-7-01,-8.749365040999976,-37.41018562899996,-8.75,-37.5,latm8p75_lonm37p50
EOLCVPE072559-5-01,-8.719333923999955,-37.37951463299993,-8.75,-37.5,latm8p75_lonm37p50
EOLCVPE072560-9-01,-8.716041590999964,-37.35819135599996,-8.75,-37.25,latm8p75_lonm37p25
EOLCVPE072561-7-01,-8.68618042199995,-37.35270588599997,-8.75,-37.25,latm8p75_lonm37p25
EOLCVPE072562-5-01,-8.669118569999966,-37.34428460599997,-8.75,-37.25,latm8p75_lonm37p25
EOLCVCE030596-0-01,-3.876734103999979,-41.19862840899998,-4.0,-41.25,latm4p00_lonm41p25
EOLCVCE030595-2-01,-3.841549196999949,-41.17408405799995,-3.75,-41.25,latm3p75_lonm41p25
EOLCVCE030582-0-01,-3.82568999199998,-41.17499800499996,-3.75,-41.25,latm3p75_lonm41p25
EOLCVBA031756-0-01,-10.65334719499998,-41.58686199299996,-10.75,-41.5,latm10p75_lonm41p50
EOLCVPI033021-3-01,-8.728344711999966,-41.44588465099997,-8.75,-41.5,latm8p75_lonm41p50
EOLCVPE031825-6-01,-8.729043285999978,-36.78085950599996,-8.75,-36.75,latm8p75_lonm36p75
EOLCVPE031821-3-01,-8.772559444999956,-36.754007512999976,-8.75,-36.75,latm8p75_lonm36p75
EOLCVPE031822-1-01,-8.68323376799998,-36.746739024999954,-8.75,-36.75,latm8p75_lonm36p75
EOLCVPE031818-3-01,-8.692904339999927,-36.726860682999984,-8.75,-36.75,latm8p75_lonm36p75
EOLCVPE031820-5-01,-8.75431350499997,-36.71226185999996,-8.75,-36.75,latm8p75_lonm36p75
EOLCVRN031642-3-01,-5.293692934999967,-35.75584591399996,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN031665-2-01,-5.477946513999939,-35.982585282999935,-5.5,-36.0,latm5p50_lonm36p00
EOLCVPE031819-1-01,-8.722287371999926,-36.73428680699993,-8.75,-36.75,latm8p75_lonm36p75
EOLCVRN037070-3-01,-5.190672286999927,-35.85521970999997,-5.25,-35.75,latm5p25_lonm35p75
EOLCVRN032378-0-01,-3.220148305999942,-39.39618158599996,-3.25,-39.5,latm3p25_lonm39p50
EOLCVRN032453-1-01,-3.232201346999944,-39.40197103499997,-3.25,-39.5,latm3p25_lonm39p50
EOLCVBA049380-5-01,-11.512357769999936,-42.57906321199994,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049388-0-01,-11.472983072999966,-42.61702491899996,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049389-9-01,-11.46293235099995,-42.57286183799994,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049393-7-01,-11.52906287199994,-42.62359044699997,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049395-3-01,-11.566132332999928,-42.56076855099997,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049396-1-01,-11.53970024199998,-42.52747852899995,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA049397-0-01,-11.603908064999928,-42.55601392199998,-11.5,-42.5,latm11p50_lonm42p50
EOLCVRN038326-0-01,-5.049133160999929,-36.99447067399996,-5.0,-37.0,latm5p00_lonm37p00
EOLCVBA047212-3-01,-10.214301838999972,-38.77751744899996,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA047213-1-01,-10.120299669999952,-38.78583398699993,-10.0,-38.75,latm10p00_lonm38p75
EOLCVBA047214-0-01,-10.147353076999934,-38.78811642199997,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA047211-5-01,-10.175517164999974,-38.78771444299997,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA047216-6-01,-10.201805020999927,-38.79522024799997,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA047217-4-01,-10.174562453999954,-38.80888597299997,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA054126-5-01,-13.568290169999957,-42.88555412599993,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054153-2-01,-14.006826622999938,-42.68827342599997,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054152-4-01,-14.028971916999978,-42.68348915799993,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054132-0-01,-13.97408483199996,-42.66683010099996,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054138-9-01,-13.99492695899994,-42.65814419399993,-14.0,-42.75,latm14p00_lonm42p75
EOLCVRN032201-6-01,-5.36300750199996,-36.15111339499998,-5.25,-36.25,latm5p25_lonm36p25
