CEG,nome_parque,status_operacao,uf,qtd_aerogeradores,potencia_parque_mw,ano_inicio_operacao,longitude_parque,latitude_parque,altura_torre_m,diametro_rotor_m,potencia_turbina_mw,denominacao_aerogerador,status_operacao_turbina,longitude_turbina,latitude_turbina
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-045,Sim,-42.59426323699995,-14.39738888499994
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-043,Sim,-42.59338109799995,-14.381966759999957
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-050,Sim,-42.59612530299995,-14.40613533399994
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-042,Sim,-42.59310650499998,-14.37991309499995
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-102,Sim,-42.59729017899997,-14.411613169999953
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-037,Sim,-42.59269596699994,-14.369781049999972
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-047,Sim,-42.59461415399994,-14.400970186999928
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-046,Sim,-42.59438308699998,-14.39917896999998
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-048,Sim,-42.59461303299997,-14.402804211999978
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-041,Sim,-42.59371074899997,-14.37801292699993
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-051,Sim,-42.59668087499995,-14.407920819999958
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-039,Sim,-42.59402946599994,-14.374212568999951
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-049,Sim,-42.59564378799996,-14.40435963599998
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-040,Sim,-42.59375856599996,-14.376143234999972
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-038,Sim,-42.593548864999946,-14.372355571999949
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-101,Sim,-42.59693059199998,-14.409703192999928
EOLCVBA030751-3-01,Inhambu,Operação,BA,17,31.45,2016.0,-42.59385359799995,-14.391171055999962,80.0,82.5,1.85,INH-036,Sim,-42.59271694599994,-14.367820738999969
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG4,Sim,-38.141453129999945,-9.060335125999927
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG7,Sim,-38.13659401799998,-9.071963420999964
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG5,Sim,-38.144880701999966,-9.061428441999963
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG10,Sim,-38.14392544699996,-9.076746897999952
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG9,Sim,-38.14170943799997,-9.075005234999937
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG6,Sim,-38.148290121999935,-9.062512640999955
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG13,Sim,-38.15145800299996,-9.081214167999974
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG2,Sim,-38.13493435099997,-9.05829390399998
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG11,Sim,-38.14707130499994,-9.077758149999966
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG3,Sim,-38.13813450299995,-9.059350565999978
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG8,Sim,-38.13911058899998,-9.073561113999972
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG1,Sim,-38.13189809899996,-9.05719238399996
EOLCVPE030806-4-01,Pedra do Gerônimo,Operação,PE,13,30.55,2015.0,-38.14478301999998,-9.067193030999931,80.0,100.0,2.35,AEG12,Sim,-38.14955174199997,-9.07928334099995
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,4,Sim,-35.970497199999954,-5.049454302999948
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,2,Sim,-35.98517610199997,-5.0500012489999335
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,10,Sim,-35.95897025299996,-5.056572093999932
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,14,Sim,-35.974360316999935,-5.0608652779999375
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,12,Sim,-35.959121307999965,-5.064034026999934
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,13,Sim,-35.960018239999954,-5.069080287999952
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,8,Sim,-35.957019377999984,-5.051548691999926
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,11,Sim,-35.95838146099993,-5.061823919999938
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,3,Sim,-35.98321163899993,-5.047941396999931
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,7,Sim,-35.95703305099994,-5.048603326999967
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,5,Sim,-35.96365113899998,-5.047732905999965
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,1,Sim,-35.99538665599994,-5.046719865999933
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,6,Sim,-35.96229824499994,-5.045426218999978
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,9,Sim,-35.95840877399996,-5.0539546079999695
EOLCVRN030549-9-01,Dreen Olho D Água,Operação,RN,15,30.0,2015.0,-35.96867752099996,-5.054495334999956,120.0,110.0,2.0,15,Sim,-35.98111988299996,-5.063345756999979
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG1,Sim,-41.40036500799994,-11.81705939099993
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG7,Sim,-41.39809287999998,-11.796277252999973
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG12,Sim,-41.39600925499997,-11.780237444999957
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG3,Sim,-41.39912332399996,-11.811404194999966
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG13,Sim,-41.39399752199995,-11.777751329999944
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG10,Sim,-41.39686245799993,-11.787667074999945
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG2,Sim,-41.39959760399995,-11.81425562399994
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG9,Sim,-41.39689703999994,-11.790594519999956
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG6,Sim,-41.39831139399996,-11.799257358999968
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG5,Sim,-41.39777175099994,-11.80259627299995
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG8,Sim,-41.39739888899993,-11.793463806999966
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG4,Sim,-41.39862217399997,-11.808625278999957
EOLCVBA030727-0-01,Cristal,Operação,BA,13,29.9,2017.0,-41.39338419699993,-11.796463157999938,80.0,101.0,2.3,AEG11,Sim,-41.39579227599995,-11.784829676999948
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,11,Sim,-35.925087323999946,-5.443699183999968
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,1,Sim,-35.91615456799997,-5.472021785999971
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,2,Sim,-35.91787559899996,-5.473666790999971
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,8,Sim,-35.92906599099996,-5.449859653999965
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,7,Sim,-35.93035621699994,-5.451922338999964
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,3,Sim,-35.93468182699996,-5.460800483999947
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,5,Sim,-35.93291867299996,-5.456047772999966
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,6,Sim,-35.93166444199994,-5.453975892999949
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,10,Sim,-35.92648535199993,-5.445689088999927
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,9,Sim,-35.927802645999975,-5.447760691999974
EOLCVRN030834-0-01,Santa Helena,Operação,RN,11,29.7,2015.0,-35.916154966999954,-5.472055861999934,89.0,122.0,2.7,4,Sim,-35.93422691999996,-5.45810131199994
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 14,Sim,-36.19791496499994,-5.09680184299998
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 07,Sim,-36.21050903399998,-5.101916775999939
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 28,Sim,-36.17805033099995,-5.105841009999949
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 20,Sim,-36.18483247299997,-5.100449339999955
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 12,Sim,-36.20689662099994,-5.103708260999952
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 27,Sim,-36.182107394999946,-5.105407054999944
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 08,Sim,-36.21182762999996,-5.104008723999925
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 26,Sim,-36.18121810499997,-5.10269242399994
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 31,Sim,-36.16995802599996,-5.101739314999975
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 23,Sim,-36.192025790999935,-5.104095164999933
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 24,Sim,-36.17922122899995,-5.098338935999948
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 22,Sim,-36.18932631599995,-5.103179766999972
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 35,Sim,-36.17219102299998,-5.106266993999952
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 19,Sim,-36.18529642499993,-5.09737920699996
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 09,Sim,-36.20152106599994,-5.096456119999971
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 30,Sim,-36.173733211999945,-5.101813148999952
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 15,Sim,-36.19790281499996,-5.099602912999956
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 10,Sim,-36.20331551499993,-5.098271113999942
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 32,Sim,-36.16725864099993,-5.100823846999958
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 21,Sim,-36.18695983699996,-5.102152845999967
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 17,Sim,-36.19070357099997,-5.097312510999927
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 06,Sim,-36.21052269599994,-5.098754243999963
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 13,Sim,-36.20238892599997,-5.104140423999979
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 02,Sim,-36.19419231899997,-5.101158952999981
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 04,Sim,-36.16338835099998,-5.103128914999957
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 18,Sim,-36.19204544399997,-5.099577333999946
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 01,Sim,-36.18707897599995,-5.106043304999957
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 16,Sim,-36.19879022999993,-5.102769342999977
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 25,Sim,-36.18163037899996,-5.099114936999968
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 03,Sim,-36.194398199999966,-5.097328651999931
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 29,Sim,-36.17580937499997,-5.103120435999927
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 05,Sim,-36.16728203599996,-5.103706319999958
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 34,Sim,-36.169944156999975,-5.104901735999931
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 11,Sim,-36.20510606199997,-5.100989685999934
EOLCVRN030416-6-01,Rei dos Ventos 1,Operação,RN,35,58.45,2014.0,-36.20204622499995,-5.100869357999954,80.0,86.0,1.67,RDV 33,Sim,-36.16454063199996,-5.100015174999953
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-07,Sim,-35.76283818199994,-5.094696021999937
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-01,Sim,-35.77110878499997,-5.099003640999968
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-08,Sim,-35.76109369399995,-5.091691582999943
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-02,Sim,-35.76956056199998,-5.096063005999952
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-04,Sim,-35.76664134599997,-5.090486059999932
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-05,Sim,-35.76772111599996,-5.101334723999969
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-03,Sim,-35.768584258999965,-5.0938237009999625
EOLCVRN030567-7-01,União dos Ventos 6,Operação,RN,8,12.8,2014.0,-35.76699999999994,-5.094640503999926,80.0,100.0,1.6,UV6-06,Sim,-35.76437785099995,-5.096720474999927
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-05,Sim,-37.02600759599994,-4.983029482999939
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-01,Sim,-37.034387143999936,-4.96425761699993
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-09,Sim,-37.01793433299997,-5.001367991999928
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-02,Sim,-37.03235336599994,-4.968808392999961
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-03,Sim,-37.03036123499993,-4.973286945999973
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-07,Sim,-37.02193567799998,-4.99226647699993
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-04,Sim,-37.02832997899998,-4.977873858999942
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-10,Sim,-37.01615139299997,-5.005449237999926
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-08,Sim,-37.01994133499994,-4.996817261999979
EOLCVRN030898-6-01,Terral,Operação,RN,10,30.0,2015.0,-37.03545434799997,-4.961813551999967,120.0,116.0,3.0,AEG-06,Sim,-37.02398819499996,-4.987544063999962
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-029,Sim,-42.60066056299996,-14.331175193999968
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-032,Sim,-42.58486811299997,-14.33921843099995
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-028,Sim,-42.59992339599995,-14.329044573999964
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-033,Sim,-42.585691149999946,-14.341106019999929
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-030,Sim,-42.60054763099998,-14.33308038399997
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-026,Sim,-42.60054438199995,-14.325545371999963
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-034,Sim,-42.58671881899994,-14.342923412999935
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-027,Sim,-42.60016277099993,-14.327447844999938
EOLCVBA030731-9-01,Teiu,Operação,BA,9,16.65,2016.0,-42.59109055199997,-14.338138397999955,80.0,82.5,1.85,TEI-025,Sim,-42.59951539899998,-14.32384547099997
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-020,Sim,-42.608485617999975,-14.350859679999928
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-024,Sim,-42.61338546299993,-14.357215373999964
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-023,Sim,-42.612131863999934,-14.355702963999931
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-021,Sim,-42.60943223199996,-14.352477422999982
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-018,Sim,-42.60709427299997,-14.346617360999971
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-019,Sim,-42.60782712899993,-14.349163530999933
EOLCVBA030732-7-01,Angical,Operação,BA,7,12.95,2016.0,-42.613683537999975,-14.346056670999928,80.0,82.5,1.85,ANG-017,Sim,-42.60692708799996,-14.34490810099993
EOLCVRN030788-2-01,Modelo II,Operação,RN,15,25.85,2014.0,-35.900110678999965,-5.414365858999929,99.5,108.0,2.35,AEG7,Sim,-35.911980778999975,-5.42163611899997
EOLCVRN030788-2-01,Modelo II,Operação,RN,15,25.85,2014.0,-35.900110678999965,-5.414365858999929,99.5,108.0,2.35,AEG2,Sim,-35.90010892199996,-5.414374796999937
EOLCVRN030788-2-01,Modelo II,Operação,RN,15,25.85,2014.0,-35.900110678999965,-5.414365858999929,99.5,108.0,2.35,AEG3,Sim,-35.90108436099996,-5.416637917999935
EOLCVRN030788-2-01,Modelo II,Operação,RN,15,25.85,2014.0,-35.900110678999965,-5.414365858999929,99.5,108.0,2.35,AEG4,Sim,-35.90215112899995,-5.4191445419999695
