CEG_norm,nome_parque,longitude_parque,latitude_parque,uf,qtd_aerogeradores,potencia_turbina_mw,capacidade_mw,lat_era5,lon_era5,cell_key
EOLCVAL072579-0-01,Ventos de São Bruno 04,-37.73102289299993,-8.932558795999967,AL,5,33.0,33.0,-9.0,-37.75,latm9p00_lonm37p75
EOLCVAL074967-2,Ventos De São Bruno 01,-37.783874511999954,-8.946594237999932,AL,0,0.0,0.0,-9.0,-37.75,latm9p00_lonm37p75
EOLCVAL074968-0,Ventos De São Bruno 02,-37.78887939499998,-8.917297362999932,AL,0,0.0,0.0,-9.0,-37.75,latm9p00_lonm37p75
EOLCVAL074969-9,Ventos De São Bruno 03,-37.73541259799998,-8.934082030999946,AL,0,0.0,0.0,-9.0,-37.75,latm9p00_lonm37p75
EOLCVAL074970-2,Ventos De São Bruno 04,-37.80529785199997,-8.929992675999927,AL,0,0.0,0.0,-9.0,-37.75,latm9p00_lonm37p75
EOLCVBA-074241-4,Ventos De Macururé 1,-38.95179099999996,-9.126842999999951,BA,0,0.0,0.0,-9.25,-39.0,latm9p25_lonm39p00
EOLCVBA-074242-2,Ventos De Macururé 2,-38.937126999999975,-9.125233999999978,BA,0,0.0,0.0,-9.25,-39.0,latm9p25_lonm39p00
EOLCVBA-074243-0,Ventos De Macururé 3,-38.91664899999995,-9.11531999999994,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074244-9,Ventos De Macururé 4,-38.93480299999993,-9.068915999999945,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074245-7,Ventos De Macururé 5,-38.916136999999935,-9.044780999999944,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074246-5,Ventos De Macururé 6,-38.95989199999997,-9.050518999999952,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074247-3,Ventos De Macururé 7,-38.89564399999995,-9.027076999999965,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074248-1,Ventos De Macururé 8,-38.87691399999994,-9.009523999999942,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074249-0,Ventos De Macururé 9,-38.91180899999995,-9.005083999999954,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074250-3,Ventos De Macururé 10,-38.93491199999994,-8.979599999999948,BA,0,0.0,0.0,-9.0,-39.0,latm9p00_lonm39p00
EOLCVBA-074919-2,Ventos de São Matheus 04,-41.43792724599996,-9.084289550999928,BA,0,0.0,0.0,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA-074921-4,Ventos de São Matheus 06,-41.43267822299998,-9.118591308999951,BA,0,0.0,0.0,-9.0,-41.5,latm9p00_lonm41p50
EOLCVBA030283-0-01,Macaúbas,-42.33852458899997,-12.351191485999948,BA,21,35.07,35.07,-12.25,-42.25,latm12p25_lonm42p25
EOLCVBA030288-0-01,Pedra do Reino,-40.88639418799994,-9.517548290999969,BA,10,30.0,30.0,-9.5,-41.0,latm9p50_lonm41p00
EOLCVBA030305-4-01,Novo Horizonte,-42.35098756799994,-12.312699134999946,BA,18,28.8,30.06,-12.25,-42.25,latm12p25_lonm42p25
EOLCVBA030306-2-01,Seabra,-42.36260410999995,-12.278703333999944,BA,18,30.599999999999998,35.39,-12.25,-42.25,latm12p25_lonm42p25
EOLCVBA030314-3-01,Serra do Salto,-42.63821972199997,-14.155455830999928,BA,12,19.200000000000003,19.2,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030315-1-01,Ilhéus,-42.66304999999994,-13.88229999999993,BA,7,11.200000000000001,11.2,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030316-0-01,Candiba,-42.62274948899994,-14.183147116999976,BA,6,9.600000000000001,9.6,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030317-8-01,Licínio de Almeida,-42.65406269999994,-14.176943954999956,BA,15,24.0,24.0,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030318-6-01,Nossa Senhora da Conceição,-42.67688888899994,-13.895694442999968,BA,18,28.8,28.799999999999997,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030319-4-01,Pajeú do Vento,-42.63386111199998,-14.014749998999946,BA,16,25.6,25.6,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030320-8-01,Alvorada,-42.59107259599995,-14.185151143999974,BA,5,8.0,8.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030321-6-01,Igaporã,-42.65734169899997,-13.860574339999973,BA,19,30.400000000000002,30.4,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA030322-4-01,Planaltina,-42.63894444399995,-13.987944443999936,BA,17,27.200000000000003,27.2,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030323-2-01,Porto Seguro,-42.67266666799998,-13.862944444999982,BA,4,6.4,6.4,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA030324-0-01,Pindaí,-42.65889864799993,-14.202139393999971,BA,15,24.0,24.0,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030328-3-01,Guanambi,-42.61830983999994,-14.201707563999946,BA,13,20.8,20.799999999999997,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030341-0-01,Rio Verde,-42.60055555599996,-14.164027776999944,BA,19,30.400000000000002,30.4,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030342-9-01,Guirapá,-42.641388495999934,-14.21891461399997,BA,18,28.8,28.799999999999997,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030437-9-01,Caetité 2,-42.50299999999993,-14.184999999999944,BA,15,30.0,30.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030443-3-01,Pedra Branca,-41.095714793999946,-9.874591530999965,BA,12,30.0,30.0,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA030448-4-01,Caetité 3,-42.50699999999995,-14.219444443999976,BA,15,30.0,30.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030455-7-01,Sete Gameleiras,-41.10417463999994,-9.863843840999948,BA,15,30.0,30.0,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA030456-5-01,São Pedro do Lago,-41.093011081999975,-9.874693261999935,BA,13,31.46,31.465,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA030476-0-01,Ventos do Nordeste,-42.614083111999946,-14.11946417799993,BA,13,21.84,23.52,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA030490-5-01,Da Prata,-42.63886293999997,-13.96426616399998,BA,13,21.84,21.84,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030495-6-01,Dos Araçás,-42.55965544399993,-14.129593317999934,BA,19,31.86,31.86,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030506-5-01,Morrão,-42.68270797499997,-14.08850924899997,BA,18,30.24,30.240000000000002,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA030544-8-01,Tanque,-42.61065718999998,-14.10259779699993,BA,18,30.0,30.0,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA030546-4-01,Seraíma,-42.71185123499998,-14.147272974999964,BA,18,30.24,30.240000000000002,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030608-8-01,Pedra do Reino III,-40.87899999999996,-9.498583332999942,BA,6,18.0,18.0,-9.5,-41.0,latm9p50_lonm41p00
EOLCVBA030725-4-01,São Judas,-41.361999999999966,-11.66424999999998,BA,13,29.9,29.9,-11.75,-41.25,latm11p75_lonm41p25
EOLCVBA030726-2-01,Primavera,-41.372999999999934,-11.733361110999963,BA,13,29.9,29.900000000000002,-11.75,-41.25,latm11p75_lonm41p25
EOLCVBA030727-0-01,Cristal,-41.39338419699993,-11.796463157999938,BA,13,29.9,29.900000000000002,-11.75,-41.5,latm11p75_lonm41p50
EOLCVBA030731-9-01,Teiu,-42.59109055199997,-14.338138397999955,BA,9,16.650000000000002,16.65,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030732-7-01,Angical,-42.613683537999975,-14.346056670999928,BA,7,12.950000000000001,12.95,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030738-6-01,Coqueirinho,-42.62872018799993,-14.419888972999956,BA,16,29.6,29.6,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA030739-4-01,Caititu,-42.64099568299997,-14.45280192399997,BA,12,22.200000000000003,22.2,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA030751-3-01,Inhambu,-42.59385359799995,-14.391171055999962,BA,17,31.450000000000003,31.45,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030752-1-01,Corrupião,-42.58526944499994,-14.292690775999972,BA,15,27.75,27.75,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030753-0-01,Tamanduá Mirim,-42.609386461999975,-14.377551997999944,BA,16,29.6,29.6,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030768-8-01,Maron,-42.60235758999994,-14.13370645699996,BA,18,30.24,30.24,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA030776-9-01,Pilões,-42.61607574499993,-14.029151058999958,BA,18,30.24,30.240000000000002,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA030778-5-01,Dourados,-42.68159246499994,-14.152325075999954,BA,17,28.56,28.56,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030779-3-01,Ametista,-42.70022351299997,-14.172032843999943,BA,17,28.56,28.560000000000002,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA030792-0-01,Caetité,-42.58355855299993,-14.46886214899996,BA,18,30.24,30.24,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030793-9-01,Pelourinho,-42.586731149999935,-14.529235030999928,BA,13,21.84,21.84,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030801-3-01,Joana,-42.62044581099997,-13.917984514999944,BA,12,28.200000000000003,28.2,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA030802-1-01,Serra do Espinhaço,-42.58285958199997,-14.495723735999944,BA,11,18.48,18.48,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030803-0-01,Espigão,-42.58525149599996,-14.47696268599998,BA,6,10.08,10.08,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030807-2-01,Emiliana,-42.62417204999997,-13.91002360899995,BA,12,28.200000000000003,25.85,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA030837-4-01,Borgo,-42.58665107599995,-14.508400542999937,BA,12,20.16,20.16,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA030943-5-01,Ventos de Campo Formoso I,-40.68553526199997,-10.627701864999947,BA,15,30.0,30.0,-10.75,-40.75,latm10p75_lonm40p75
EOLCVBA030944-3-01,Ventos da Andorinha,-40.63744737599996,-10.583276995999938,BA,15,30.0,30.0,-10.5,-40.75,latm10p50_lonm40p75
EOLCVBA030945-1-01,Ventos de Morrinhos,-40.62858262299994,-10.569561632999978,BA,15,30.0,30.0,-10.5,-40.75,latm10p50_lonm40p75
EOLCVBA030946-0-01,Ventos do Sertão,-40.56867639799998,-10.556679414999962,BA,15,30.0,30.0,-10.5,-40.5,latm10p50_lonm40p50
EOLCVBA030976-1-01,Caetité 1,-42.48449020099997,-14.163216855999964,BA,15,30.0,30.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031010-7-01,Ventos de Campo Formoso II,-40.61138421399994,-10.519560052999964,BA,15,30.0,30.0,-10.5,-40.5,latm10p50_lonm40p50
EOLCVBA031120-0-01,São Salvador,-42.64863784199997,-13.837919231999932,BA,7,18.900000000000002,18.9,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA031121-9-01,Dois Riachos,-41.45906225999994,-11.82245678199996,BA,15,30.0,30.0,-11.75,-41.5,latm11p75_lonm41p50
EOLCVBA031335-1-01,Baraúnas I,-41.12033083399996,-9.886793745999968,BA,15,32.9,32.9,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA031336-0-01,Morro Branco I,-41.056519467999976,-9.849704687999974,BA,14,32.9,32.9,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA031337-8-01,Maniçoba,-41.45833064799996,-11.893430887999957,BA,15,30.0,30.0,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA031338-6-01,Damascena,-41.47422172399996,-11.856718454999964,BA,15,30.0,30.0,-11.75,-41.5,latm11p75_lonm41p50
EOLCVBA031341-6-01,Assuruá V,-42.705312523999964,-11.184106669999949,BA,10,20.0,20.0,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA031342-4-01,Caetité B,-42.47494887699997,-14.114634119999948,BA,13,22.099999999999998,22.1,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA031343-2-01,Assuruá II,-42.67064895799996,-11.163794702999953,BA,15,30.0,30.0,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA031344-0-01,Caetité A,-42.47826735599995,-14.141480929999943,BA,14,23.8,23.8,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031352-1-01,Mussambê,-41.08341680299998,-9.862763799999923,BA,14,32.9,32.9,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA031355-6-01,Esperança,-41.41614404899997,-11.861619961999963,BA,14,28.0,28.0,-11.75,-41.5,latm11p75_lonm41p50
EOLCVBA031356-4-01,Assuruá VII,-42.67881449699996,-11.07103884999998,BA,9,18.0,18.0,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA031402-1-01,Abil,-42.543458622999935,-14.277822532999949,BA,8,23.7,23.7,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031403-0-01,Tabua,-42.57214019499997,-14.315911599999936,BA,5,15.0,15.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031404-8-01,Angico,-42.70269753599996,-13.89479470599997,BA,3,8.100000000000001,8.1,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA031405-6-01,Jabuticaba,-42.57185217099993,-14.325692967999942,BA,3,9.0,9.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031406-4-01,Taboquinha,-42.70502063099997,-13.907721520999928,BA,8,21.6,21.6,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA031407-2-01,Folha de Serra,-42.58064365499996,-14.549962025999946,BA,7,21.0,21.0,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA031408-0-01,Jacarandá do Cerrado,-42.58204778399994,-14.556181201999948,BA,7,21.0,21.0,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA031418-8-01,Acácia,-42.69778192399997,-13.915585669999928,BA,6,16.200000000000003,16.2,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA031424-2-01,Vaqueta,-42.55432039999994,-14.259560649999967,BA,8,23.4,23.4,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031431-5-01,Teiú 2,-42.69171929199996,-14.44520867999995,BA,4,8.0,8.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031432-3-01,Caititu 2,-42.61280189099995,-14.33182168299993,BA,5,10.0,10.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031433-1-01,Acauã,-42.65994184299996,-14.412775634999946,BA,3,6.0,6.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031434-0-01,Arapapá,-42.691893799999946,-14.431883470999937,BA,2,4.0,4.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031435-8-01,Angical 2,-42.64192930199994,-14.419038283999951,BA,5,10.0,10.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031447-1-01,Carcará,-42.59324514699995,-14.283559406999927,BA,5,10.0,10.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031458-7-01,Corrupião 3,-42.57548997799995,-14.270170555999982,BA,5,10.0,10.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031459-5-01,Caititu 3,-42.61027502699994,-14.320177485999976,BA,5,10.0,10.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA031511-7-01,Papagaio,-42.64087206299996,-14.481476965999946,BA,5,10.0,10.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031518-4-01,Coqueirinho 2,-42.65136407999995,-14.503058094999972,BA,8,16.0,16.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031519-2-01,Casa Nova II,-41.05009438899998,-9.270550581999942,BA,14,32.899998599999996,32.9,-9.25,-41.0,latm9p25_lonm41p00
EOLCVBA031523-0-01,Caetité C,-42.47461065299996,-14.108207366999975,BA,5,8.5,8.5,-14.0,-42.5,latm14p00_lonm42p50
EOLCVBA031524-9-01,Casa Nova III,-41.11748471799996,-9.314802052999935,BA,12,28.199998799999996,28.2,-9.25,-41.0,latm9p25_lonm41p00
EOLCVBA031563-0-01,Ventos de Guarás I,-40.65449746999997,-10.606096499999978,BA,15,30.0,30.0,-10.5,-40.75,latm10p50_lonm40p75
EOLCVBA031606-7-01,Tamanduá Mirim 2,-42.66552733899994,-14.470953410999982,BA,8,16.0,16.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA031607-5-01,Banda de Couro,-41.05389144699996,-9.847750151999946,BA,14,32.9,32.9,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA031667-9-01,Baraúnas II,-41.06310980899997,-9.871746980999944,BA,11,25.85,25.85,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA031737-3-01,Umburanas 05,-41.60451759199998,-10.664992083999948,BA,7,17.5,17.5,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031738-1-01,Umburanas 01,-41.52063069899998,-10.679477324999937,BA,10,25.0,25.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031740-3-01,Umburanas 02,-41.509506993999935,-10.66991636599994,BA,10,25.0,25.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031741-1-01,Umburanas 03,-41.50758316599996,-10.640248259999964,BA,8,20.0,20.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031742-0-01,Umburanas 10,-41.59608593399997,-10.649882537999927,BA,8,20.0,20.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031743-8-01,Umburanas 09,-41.61434101999998,-10.638644277999958,BA,7,17.5,17.5,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031744-6-01,Umburanas 11,-41.49018325099996,-10.586323268999934,BA,6,15.0,15.0,-10.5,-41.5,latm10p50_lonm41p50
EOLCVBA031752-7-01,Umburanas 13,-41.56466584699996,-10.646924681999964,BA,8,20.0,20.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031754-3-01,Umburanas 15,-41.49725367599996,-10.652818681999976,BA,8,20.0,20.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031755-1-01,Umburanas 16,-41.56871622799997,-10.694148093999956,BA,10,25.0,25.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031756-0-01,Umburanas 18,-41.58736582199998,-10.650270939999928,BA,3,7.5,7.5,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031758-6-01,Ventos da Bahia II,-41.44626231199993,-12.015582767999945,BA,9,27.0,27.0,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA031770-5-01,Ventos da Bahia IV,-41.44454853899998,-11.984324799999968,BA,4,12.0,12.0,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA031771-3-01,Ventos da Bahia VIII,-41.45653964899998,-12.032425561999958,BA,9,27.0,27.0,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA031796-9-01,Umburanas 06,-41.60474488199998,-10.673447360999944,BA,8,20.0,20.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA031832-9-01,Umburanas 08,-41.58232239199998,-10.697722281999972,BA,10,25.0,25.0,-10.75,-41.5,latm10p75_lonm41p50
EOLCVBA032081-1-01,Cristalândia I,-41.560866319999946,-13.931227639999976,BA,15,30.0,30.0,-14.0,-41.5,latm14p00_lonm41p50
EOLCVBA032082-0-01,Cristalândia II,-41.55017895199995,-13.970133449999937,BA,15,30.0,30.0,-14.0,-41.5,latm14p00_lonm41p50
EOLCVBA032083-8-01,Cristalândia III,-41.53327685099998,-14.009508367999956,BA,15,30.0,30.0,-14.0,-41.5,latm14p00_lonm41p50
EOLCVBA032090-0-01,Amescla,-42.70377690099997,-13.835062851999965,BA,5,13.5,13.5,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA032091-9-01,Angelim,-42.65429300699998,-14.044055999999957,BA,8,21.6,21.6,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032093-5-01,Barbatimão,-42.70428515699996,-13.826610243999935,BA,6,16.200000000000003,16.2,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA032098-6-01,Cedro,-42.57230176099995,-14.32898042599993,BA,4,12.0,12.0,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA032101-0-01,Facheio,-42.69078304199997,-13.99459845399997,BA,6,16.200000000000003,16.2,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032102-8-01,Imburana Macho,-42.690898069999946,-13.863557862999926,BA,6,16.200000000000003,8.1,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA032104-4-01,Jataí,-42.69082273199996,-13.829375219999974,BA,6,16.200000000000003,16.2,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA032106-0-01,Juazeiro,-42.69056477099997,-13.84187495599997,BA,7,18.900000000000002,18.9,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA032108-7-01,Sabiu,-42.66330326999997,-14.01545977799998,BA,5,13.5,13.5,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032111-7-01,Umbuzeiro,-42.66518945799993,-13.979887820999975,BA,7,18.900000000000002,18.9,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032113-3-01,Vellozia,-42.54905022099996,-14.254035406999948,BA,6,16.5,16.5,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA032245-8-01,Manineiro,-42.67641006599996,-14.016968305999969,BA,5,13.8,13.8,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032246-6-01,Pau D'Água,-42.57583879699996,-14.53557320599998,BA,6,18.0,18.0,-14.5,-42.5,latm14p50_lonm42p50
EOLCVBA032342-0-01,Assuruá III,-42.68132130399994,-11.170555861999958,BA,5,12.5,12.5,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA032343-8-01,Assuruá IV,-42.68759940299998,-11.047474241999964,BA,15,30.0,30.0,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA032344-6-01,Capoeiras III,-42.73690500199996,-11.17742485499997,BA,11,27.5,27.5,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA032345-4-01,Curral de Pedras I,-42.65347342699994,-11.13497766599994,BA,8,20.0,20.0,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA032346-2-01,Curral de Pedras II,-42.69985117299996,-11.212712331999969,BA,11,27.5,27.5,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA032347-0-01,Diamante II,-42.671498016999976,-11.106515960999957,BA,7,17.5,17.5,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA032348-9-01,Diamante III,-42.68300813999997,-11.090365196999926,BA,7,17.5,17.5,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA032349-7-01,Laranjeiras I,-42.684070006999946,-11.12278024699998,BA,11,27.5,27.5,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA032350-0-01,Laranjeiras II,-42.69679751499996,-11.131074714999954,BA,12,30.0,30.0,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA032351-9-01,Laranjeiras V,-42.66990023799997,-11.115296568999952,BA,10,25.0,25.0,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA032357-8-01,Delfina I,-40.97868042199997,-10.057508778999932,BA,14,28.0,28.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032358-6-01,Delfina II,-40.95861817399998,-10.036945636999974,BA,14,28.0,28.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032359-4-01,Delfina V,-40.92836422099998,-10.02287638499996,BA,14,28.0,28.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032362-4-01,Mulungu,-42.66704097799993,-14.005466599999975,BA,5,13.5,13.5,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032363-2-01,Pau Santo,-42.53643261399998,-14.26697816199993,BA,7,18.900000000000002,18.9,-14.25,-42.5,latm14p25_lonm42p50
EOLCVBA032364-0-01,Quina,-42.67878100699994,-13.98084039899993,BA,4,10.8,10.8,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA032417-5-01,Morro Branco II,-41.02266980299999,-9.766024179999931,BA,9,31.185,31.185,-9.75,-41.0,latm9p75_lonm41p00
EOLCVBA032462-0-01,Serra da Babilônia II,-41.305669773999966,-11.095465957999975,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032465-5-01,Serra da Babilônia IX,-41.315364977999934,-11.090139677999955,BA,12,28.200000000000003,28.200000000000003,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032466-3-01,Serra da Babilônia VI,-41.32520274799998,-11.048995231999982,BA,11,25.85,25.85,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032467-1-01,Serra da Babilônia VII,-41.315486600999975,-11.056586609999954,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032468-0-01,Serra da Babilônia VIII,-41.30105956699998,-11.083843495999927,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032469-8-01,Serra da Babilônia X,-41.31878749599997,-11.06810282999993,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032470-1-01,Serra da Babilônia XI,-41.32158685199994,-11.076978159999952,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032471-0-01,Serra da Babilônia XII,-41.315867165999975,-11.098865914999976,BA,12,28.200000000000003,28.2,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA032487-6-01,Inhambu 2,-42.650471712999945,-14.451361973999951,BA,7,16.45,16.45,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA032521-0-01,Delfina III,-40.933793812999966,-10.004919090999977,BA,14,28.0,28.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032522-8-01,Delfina IV,-40.98092913299996,-10.065802562999975,BA,4,8.0,8.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032523-6-01,Delfina VI,-40.95196877899997,-10.029237918999968,BA,15,30.0,30.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032524-4-01,Delfina VII,-40.91073990199993,-9.986321832999977,BA,15,30.0,30.0,-10.0,-41.0,latm10p00_lonm41p00
EOLCVBA032526-0-01,Ventos da Bahia I,-41.52585741499996,-11.98767533299997,BA,13,28.6,28.6,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA032527-9-01,Ventos da Bahia III,-41.52213626799994,-11.974740089999957,BA,14,30.800000000000004,30.8,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA032531-7-01,Ventos da Bahia IX,-41.491425136999965,-11.986171464999927,BA,13,28.6,28.6,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA032533-3-01,"Ventos da Bahia XI",-41.51354892799998,-12.009969484999942,BA,8,45.6,45.6,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA032535-0-01,Ventos da Bahia XIII,-41.49666158599996,-12.131296773999964,BA,9,49.5,49.5,-12.25,-41.5,latm12p25_lonm41p50
