CEG_norm,nome_parque,longitude_parque,latitude_parque,uf,qtd_aerogeradores,potencia_turbina_mw,capacidade_mw,lat_era5,lon_era5,cell_key
EOLCVBA051013-0-01,Serra das Almas XLII,-42.603973543999984,-14.857708930999934,BA,5,31.0,31.0,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051014-9-01,Serra das Almas XLIV,-42.56415614499997,-14.76367726799998,BA,4,24.8,24.8,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA051567-1-01,Paripiranga I,-37.97307115899997,-10.621467518999964,BA,5,30.0,30.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA051572-8-01,Serra da Gameleira IX,-41.36745845599995,-10.38136386399998,BA,7,43.4,43.4,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA051585-0-01,Ventos de Santa Luzia 11,-35.78961616099997,-6.453773730999956,RN,11,49.5,49.5,-6.5,-35.75,latm6p50_lonm35p75
EOLCVBA051588-4-01,Ventos de Santa Luzia 14,-41.26310380199993,-11.051633713999934,BA,12,74.4,72.0,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051589-2-01,Ventos de Santa Luzia 15,-41.237689957999976,-11.033738696999931,BA,12,74.4,72.0,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051590-6-01,Ventos de Santa Luzia 16,-41.256455840999934,-11.006496160999973,BA,12,74.4,18.0,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051591-4-01,Ventos de Santa Luzia 17,-41.25946905899997,-11.032149097999934,BA,12,74.4,74.4,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051592-2-01,Ventos de Santo Antônio 05,-41.28982781299993,-11.044645577999972,BA,11,68.2,67.5,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051593-0-01,Ventos de Santo Antônio 06,-41.29400553499994,-11.019490449999978,BA,11,68.2,67.5,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051594-9-01,Ventos de Santo Antônio 07,-41.298461035999935,-11.02428257899993,BA,12,74.4,72.0,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051595-7-01,Ventos de Santo Antônio 08,-41.30555543999998,-11.048366941999973,BA,12,74.4,63.0,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA051596-5-01,Ventos de Santo Antônio 09,-40.42340994999995,-10.551810899999964,BA,12,50.400000000000006,50.400000000000006,-10.5,-40.5,latm10p50_lonm40p50
EOLCVBA051597-3-01,Ventos de São Januário 24,-40.50948226599997,-10.377428640999938,BA,12,50.400000000000006,50.400000000000006,-10.5,-40.5,latm10p50_lonm40p50
EOLCVBA051784-4-01,Assuruá 5 I,-42.61010211299998,-10.982196588999956,BA,7,40.6,40.599999999999994,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA051785-2-01,Assuruá 5 II,-42.62420221999997,-10.997407449999969,BA,8,46.4,46.4,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA051786-0-01,Assuruá 5 III,-42.67649199099998,-11.01855190899994,BA,7,40.6,40.599999999999994,-11.0,-42.75,latm11p00_lonm42p75
EOLCVBA051787-9-01,Assuruá 5 IV,-42.60370851899995,-11.021880325999971,BA,8,46.4,46.4,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA051788-7-01,Assuruá 5 V,-42.63391168099997,-11.141335754999943,BA,6,34.8,34.8,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA051789-5-01,Assuruá 5 VI,-42.58903056099996,-11.023761026999978,BA,6,34.8,34.8,-11.0,-42.5,latm11p00_lonm42p50
EOLCVBA051967-7-01,Ventos de Santa Bibiana 01,-41.53084273299993,-10.321424375999982,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA051968-5-01,Ventos de Santa Bibiana 02,-41.54535147799993,-10.311180921999949,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA051969-3-01,Ventos de Santa Bibiana 03,-41.55900997599997,-10.292937939999945,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA051970-7-01,Ventos de Santa Bibiana 04,-41.56998581299996,-10.325497413999926,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA051971-5-01,Ventos de Santa Bibiana 05,-41.58737704199996,-10.323144647999982,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA051972-3-01,Ventos de Santa Bibiana 06,-41.601957923999976,-10.291962937999926,BA,14,58.800000000000004,58.800000000000004,-10.25,-41.5,latm10p25_lonm41p50
EOLCVBA052017-9-01,Ventos de Santo Adalberto 11,-40.60130574999994,-10.82413005999996,BA,0,0.0,0.0,-10.75,-40.5,latm10p75_lonm40p50
EOLCVBA052018-7-01,Ventos de Santo Adalberto 12,-40.603015709999966,-10.85844905999994,BA,0,0.0,0.0,-10.75,-40.5,latm10p75_lonm40p50
EOLCVBA052019-5-01,Ventos de Santo Adalberto 13,-40.61107984999995,-10.87498764999998,BA,0,0.0,0.0,-10.75,-40.5,latm10p75_lonm40p50
EOLCVBA052020-9-01,Ventos de Santo Adalberto 14,-40.628981849999946,-10.888852009999937,BA,0,0.0,0.0,-11.0,-40.75,latm11p00_lonm40p75
EOLCVBA052021-7-01,Ventos de Santo Adalberto 15,-40.63355519999993,-10.922341289999965,BA,0,0.0,0.0,-11.0,-40.75,latm11p00_lonm40p75
EOLCVBA052256-2-01,"Pedra Pintada XVII",-41.22548921099997,-10.595408247999956,BA,8,48.0,48.0,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA053512-5-01,São Gabriel IV,-41.76459153599996,-11.052867697999943,BA,5,30.0,30.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053513-3-01,São Gabriel V,-41.73435174199994,-11.101630137999962,BA,6,36.0,36.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053514-1-01,São Gabriel VI,-41.72976819899998,-11.074948018999976,BA,6,36.0,36.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053515-0-01,São Gabriel XI,-41.73601028699994,-11.116657233999945,BA,5,30.0,30.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053516-8-01,São Gabriel XII,-41.72017735099996,-11.051581161999934,BA,5,30.0,30.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053517-6-01,São Gabriel XIII,-41.66081781099996,-11.05035662299997,BA,7,42.0,42.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053518-4-01,São Gabriel XIV,-41.65478494699994,-11.011044450999975,BA,7,42.0,42.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053519-2-01,São Gabriel XV,-41.62975234899994,-10.981889278999972,BA,8,48.0,48.0,-11.0,-41.75,latm11p00_lonm41p75
EOLCVBA053675-0-01,Pedra Pintada XVI,-41.21970589199998,-10.569908035999958,BA,8,48.0,48.0,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA053676-8-01,Pedra Pintada XVIII,-41.22277751499996,-10.624978529999964,BA,8,48.0,48.0,-10.5,-41.25,latm10p50_lonm41p25
EOLCVBA053986-4-01,Ura-01,-42.65398080399996,-14.61083459899993,BA,8,48.0,48.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA053987-2-01,Ura-02,-42.656457012999965,-14.637169077999944,BA,7,42.0,42.0,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA053988-0-01,Ura-03,-42.63811863899997,-14.664241569999945,BA,8,48.0,48.0,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA053989-9-01,Ura-04,-42.63924896699996,-14.610649741999964,BA,6,36.0,36.0,-14.5,-42.75,latm14p50_lonm42p75
EOLCVBA053990-2-01,Ura-05,-42.63729190799995,-14.630542556999956,BA,6,36.0,36.0,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA053991-0-01,Ura-06,-42.62384552499998,-14.653046636999932,BA,6,36.0,36.0,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA053992-9-01,Ura-07,-42.639289711999936,-14.657152149999945,BA,3,18.0,18.0,-14.75,-42.75,latm14p75_lonm42p75
EOLCVBA054015-3-01,Alisios,-42.692256775999965,-13.879852373999938,BA,3,18.0,18.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054098-6-01,Boreal,-42.65054325899996,-13.824962754999945,BA,5,30.0,30.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054125-7-01,Cirrus,-42.89120241699993,-13.500697155999944,BA,7,42.0,42.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054126-5-01,Corus,-42.88555412599993,-13.568290169999957,BA,5,30.0,30.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054127-3-01,Costa do Vento,-42.705728730999965,-13.870780968999952,BA,7,42.0,42.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054128-1-01,Cumulus,-42.90103407299995,-13.441822678999928,BA,6,36.0,36.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054129-0-01,Eurus,-42.663401645999954,-14.039548829999944,BA,4,24.0,24.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054130-3-01,Florence,-42.85167752399997,-13.592255077999935,BA,2,12.0,12.0,-13.5,-42.75,latm13p50_lonm42p75
EOLCVBA054131-1-01,Polar,-42.66748580899997,-13.81718233199996,BA,2,12.0,12.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054132-0-01,Santa Ana,-42.66683010099996,-13.97408483199996,BA,2,12.0,12.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054133-8-01,Santa Clara,-42.89578542399994,-13.534081765999929,BA,6,36.0,36.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054134-6-01,Siroco,-42.65727759499998,-13.79411708999993,BA,7,42.0,42.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054135-4-01,Stratus,-42.87541001799997,-13.470507424999935,BA,5,30.0,30.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054136-2-01,Tornado,-42.70820283999996,-13.885351559999949,BA,5,30.0,30.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054137-0-01,Ventania,-42.66712539899999,-13.802297513999974,BA,3,18.0,18.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054138-9-01,Ventos da Montanha,-42.65814419399993,-13.99492695899994,BA,4,24.0,24.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054139-7-01,Zefiro,-42.89692247099998,-13.550782433999927,BA,5,30.0,30.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054140-0-01,Zonda,-42.67490609499998,-13.852970020999976,BA,5,30.0,30.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054141-9-01,Monção,-42.66770384299997,-13.81106740299998,BA,3,18.0,18.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054152-4-01,Oeste,-42.68348915799993,-14.028971916999978,BA,2,12.0,12.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054153-2-01,Maestro,-42.68827342599997,-14.006826622999938,BA,5,30.0,30.0,-14.0,-42.75,latm14p00_lonm42p75
EOLCVBA054154-0-01,Mistral,-42.67376908999995,-13.859428610999942,BA,2,12.0,12.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054155-9-01,Lips,-42.70281395799998,-13.816341002999934,BA,2,12.0,12.0,-13.75,-42.75,latm13p75_lonm42p75
EOLCVBA054156-7-01,Nimbos,-42.89910379999998,-13.470480779999946,BA,7,42.0,42.0,-13.5,-43.0,latm13p50_lonm43p00
EOLCVBA054336-5-01,Ventos de Santa Diana 01,-40.67660798799994,-11.054098107999948,BA,11,46.2,46.2,-11.0,-40.75,latm11p00_lonm40p75
EOLCVBA054949-5-01,Ventos da Bahia XXXI,-41.52749960399996,-12.06800616299995,BA,6,34.2,34.2,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA054950-9-01,Ventos da Bahia XXXIII,-41.52410162799998,-12.08927727899993,BA,6,34.2,34.2,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA054951-7-01,Ventos da Bahia XXXIV,-41.50414777799995,-12.035767393999947,BA,5,28.5,28.5,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA055069-8-01,Ventos da Bahia XV,-41.48655154399995,-11.887090688999931,BA,7,39.9,39.9,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA055071-0-01,Ventos da Bahia XX,-41.49331355299995,-11.937686075999975,BA,2,11.4,11.4,-12.0,-41.5,latm12p00_lonm41p50
EOLCVBA055441-3-01,Serra do Gentio do Ouro II,-42.55797599599998,-11.61708200199996,BA,5,31.0,31.0,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055442-1-01,Serra do Gentio do Ouro III,-42.53407130199997,-11.577924021999934,BA,4,24.8,24.8,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055447-2-01,Serra do Gentio do Ouro VIII,-42.60678899499993,-11.441916996999964,BA,4,24.8,24.8,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055448-0-01,Serra do Gentio do Ouro IX,-42.60085999999996,-11.45070399599996,BA,5,31.0,31.0,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055449-9-01,Serra do Gentio do Ouro X,-42.607558997999945,-11.462485002999928,BA,6,37.2,37.2,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055450-2-01,Serra do Gentio do Ouro XI,-42.587682994999966,-11.455725001999951,BA,5,31.0,31.0,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055451-0-01,Serra do Gentio do Ouro XII,-42.57369199399994,-11.45784999999995,BA,5,31.0,31.0,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055452-9-01,Serra do Gentio do Ouro XIII,-42.55597999999998,-11.462635001999956,BA,7,43.4,43.4,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055454-5-01,Serra do Gentio do Ouro XVI,-42.55443488399993,-11.42508909099996,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055455-3-01,Serra do Gentio do Ouro XXI,-42.59525599799997,-11.402521001999958,BA,6,37.2,37.2,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055456-1-01,Serra do Gentio do Ouro XXII,-42.58270000099998,-11.38624499399998,BA,7,43.4,43.4,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA055457-0-01,Serra do Gentio do Ouro XXIII,-42.57892345199997,-11.410454910999931,BA,4,24.8,24.8,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA056493-1-01,Canudos XLII,-38.83629649399995,-10.326360462999958,BA,7,42.0,42.0,-10.25,-38.75,latm10p25_lonm38p75
EOLCVBA057137-7-01,Paripiranga II,-37.93040217799995,-10.594902224999942,BA,7,42.0,42.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA057138-5-01,Paripiranga III,-37.94699658999997,-10.622800930999972,BA,8,48.0,48.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA057139-3-01,Paripiranga IV,-37.96400083799995,-10.589597869999976,BA,8,48.0,48.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA057140-7-01,Paripiranga V,-38.00532987399998,-10.61581094099995,BA,6,36.0,36.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA057141-5-01,Paripiranga VI,-38.04540294399993,-10.61609796199997,BA,8,48.0,48.0,-10.5,-38.0,latm10p50_lonm38p00
EOLCVBA057142-3-01,Ventos de São Vitorino VI,-42.21856993399996,-11.310864523999951,BA,0,0.0,0.0,-11.25,-42.25,latm11p25_lonm42p25
EOLCVBA057982-3-01,Ventos de São Carlos 10,-41.23991004299995,-10.133850592999975,BA,13,0.054599999999999996,0.054599999999999996,-10.25,-41.25,latm10p25_lonm41p25
EOLCVBA057983-1-01,Ventos de São Carlos 09,-41.22654014699998,-10.111725942999954,BA,12,0.0504,0.0504,-10.0,-41.25,latm10p00_lonm41p25
EOLCVBA057984-0-01,Ventos de São Carlos 12,-41.25007228599998,-10.11695253299996,BA,10,0.041999999999999996,0.041999999999999996,-10.0,-41.25,latm10p00_lonm41p25
EOLCVBA057985-8-01,Ventos de São Carlos 11,-41.25684291799996,-10.13691602399996,BA,10,0.041999999999999996,0.041999999999999996,-10.25,-41.25,latm10p25_lonm41p25
EOLCVBA058117-8-01,Assuruá 6 II,-42.53893108799997,-11.199653995999938,BA,7,36.54,36.54,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA058118-6-01,Assuruá 6 III,-42.551858908999975,-11.214299515999926,BA,6,31.32,31.32,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA058126-7-01,Ventos da Serra Dourada 3,-41.66772513199993,-10.370295341999965,BA,8,33.6,33.6,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA060194-2-01,Assuruá 6 I,-42.54100514999993,-11.180550610999944,BA,7,36.54,36.54,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060195-0-01,Assuruá 6 IV,-42.55335038299995,-11.230649207999932,BA,6,31.32,31.32,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060196-9-01,Assuruá 6 V,-42.56743228099998,-11.257430622999948,BA,6,31.32,31.32,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060197-7-01,Assuruá 6 VI,-42.57780756899996,-11.272316892999982,BA,6,36.54,36.54,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060198-5-01,Assuruá 6 VII,-42.60622279499995,-11.297885791999931,BA,6,31.32,31.32,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060199-3-01,Assuruá 6 VIII,-42.582338714999935,-11.320445271999972,BA,7,36.54,36.54,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA060200-0-01,Assuruá 6 XII,-42.62824841799994,-11.198732139999947,BA,6,31.32,31.32,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA060201-9-01,Assuruá 6 XIII,-42.637142137999945,-11.215972420999949,BA,7,36.54,36.54,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA060202-7-01,Assuruá 6 XIV,-42.63822452299996,-11.246064237999974,BA,7,36.54,36.54,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA060308-2-01,Serra do Gentio do Ouro 24,-42.71996257899997,-11.382919207999976,BA,5,31.0,31.0,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA060309-0-01,Serra do Gentio do Ouro 25,-42.70193366199993,-11.41188709499994,BA,7,43.4,43.4,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA060315-5-01,Serra do Gentio do Ouro 31,-42.76548965099994,-11.474555128999953,BA,7,43.4,43.4,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA060316-3-01,Serra do Gentio do Ouro 32,-42.76430265399995,-11.497283962999973,BA,7,43.4,43.4,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA060317-1-01,Serra do Gentio do Ouro 33,-42.72765237299996,-11.47764286499995,BA,7,43.4,43.4,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA060319-8-01,Serra do Gentio do Ouro 41,-42.52948600899998,-11.71728079099995,BA,5,31.0,31.0,-11.75,-42.5,latm11p75_lonm42p50
EOLCVBA061641-9-01,Ventos da Serra Dourada 1,-41.65597341299997,-10.374883222999928,BA,8,33.6,33.6,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA062917-0-01,Ventos de Santa Esperança 04,-41.22320539999998,-11.457172146999936,BA,12,50.400000000000006,50.400000000000006,-11.5,-41.25,latm11p50_lonm41p25
EOLCVBA066061-2-01,Ventos de Santa Patrícia 12,-41.37316357399993,-10.968790499999956,BA,12,74.4,74.4,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA066062-0-01,Ventos de Santa Patrícia 13,-41.36606079499995,-10.949651535999976,BA,12,74.4,74.4,-11.0,-41.25,latm11p00_lonm41p25
EOLCVBA066063-9-01,Ventos de Santa Patrícia 14,-41.37853185399996,-10.95275357199995,BA,12,74.4,74.4,-11.0,-41.5,latm11p00_lonm41p50
EOLCVBA066951-2-01,Ventos da Serra Dourada 2,-41.64299259599994,-10.35376637199994,BA,8,33.6,33.6,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA066952-0-01,Ventos da Serra Dourada 4,-41.656640670999934,-10.349027932999944,BA,8,33.6,33.6,-10.25,-41.75,latm10p25_lonm41p75
EOLCVBA072229-4-01,Serra Do Estreito 2,-43.40802001999998,-10.817077636999954,BA,0,17.325,17.325,-10.75,-43.5,latm10p75_lonm43p50
EOLCVBA072230-8-01,Serra Do Estreito 3,-43.48577880899995,-10.498229979999962,BA,0,20.79,20.79,-10.5,-43.5,latm10p50_lonm43p50
EOLCVBA072231-6-01,Serra Do Estreito 4,-43.43011474599996,-10.496520995999958,BA,0,20.79,20.79,-10.5,-43.5,latm10p50_lonm43p50
EOLCVBA072232-4-01,Serra Do Estreito 5,-43.41638183599997,-10.571899413999972,BA,0,0.0,0.0,-10.5,-43.5,latm10p50_lonm43p50
EOLCVBA072233-2-01,Serra Do Estreito 6,-43.40582275399999,-10.435913085999973,BA,0,31.185,31.185,-10.5,-43.5,latm10p50_lonm43p50
EOLCVBA072234-0-01,Serra Do Estreito 7,-43.38769531299994,-10.292297362999932,BA,0,13.86,13.86,-10.25,-43.5,latm10p25_lonm43p50
EOLCVBA072235-9-01,Serra Do Estreito 8,-43.40222167999997,-10.169189452999944,BA,0,97.02,97.02,-10.25,-43.5,latm10p25_lonm43p50
EOLCVBA072236-7-01,Serra Do Estreito 9,-43.38751220699993,-10.629882812999938,BA,0,17.325,17.325,-10.75,-43.5,latm10p75_lonm43p50
EOLCVBA072237-5-01,Serra Do Estreito 1,-43.38677978499993,-10.956909179999968,BA,0,10.395,10.395,-11.0,-43.5,latm11p00_lonm43p50
EOLCVBA072258-8-01,Jitirana,-42.65991772899997,-14.334043876999942,BA,10,45.0,45.0,-14.25,-42.75,latm14p25_lonm42p75
EOLCVBA072487-4-01,Castanheira 14,-41.66077144599996,-10.428467271999978,BA,6,25.200000000000003,25.200000000000003,-10.5,-41.75,latm10p50_lonm41p75
EOLCVBA072488-2-01,Castanheira 15,-41.64204682599996,-10.395472126999948,BA,5,21.0,21.0,-10.5,-41.75,latm10p50_lonm41p75
EOLCVBA072489-0-01,Castanheira 16,-41.642553256999975,-10.392748324999957,BA,5,21.0,21.0,-10.5,-41.75,latm10p50_lonm41p75
EOLCVBA072490-4-01,Castanheira 17,-41.66924101799998,-10.396222595999973,BA,8,33.6,33.6,-10.5,-41.75,latm10p50_lonm41p75
EOLCVBA072696-6-01,Veredas I,-42.205690441999934,-12.586695418999966,BA,5,21.0,21.0,-12.5,-42.25,latm12p50_lonm42p25
EOLCVBA072697-4-01,Veredas II,-42.19647139099993,-12.608215233999942,BA,5,21.0,21.0,-12.5,-42.25,latm12p50_lonm42p25
EOLCVBA072698-2-01,Veredas III,-42.18918808899997,-12.625816391999932,BA,4,16.8,16.8,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA072699-0-01,Veredas IV,-42.182594764999976,-12.651680602999932,BA,4,16.8,16.8,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA072700-8-01,Veredas V,-42.16362835799998,-12.66819901599996,BA,5,21.0,21.0,-12.75,-42.25,latm12p75_lonm42p25
EOLCVBA072814-4-01,Serra das Almas XLV,-42.52115594399993,-14.901936126999942,BA,6,39.599999999999994,39.599999999999994,-15.0,-42.5,latm15p00_lonm42p50
EOLCVBA072815-2-01,Serra das Almas XLVI,-42.52266748199997,-14.88267407799998,BA,6,39.599999999999994,39.599999999999994,-15.0,-42.5,latm15p00_lonm42p50
EOLCVBA072816-0-01,Serra das Almas XLVII,-42.52452446499996,-14.863207899999964,BA,6,39.599999999999994,39.599999999999994,-14.75,-42.5,latm14p75_lonm42p50
EOLCVBA072848-9-01,Serra do Gentio do Ouro XVII,-42.54580669399997,-11.402715955999952,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072849-7-01,Serra do Gentio do Ouro XVIII,-42.53683908199997,-11.39329761299996,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072850-0-01,Serra do Gentio do Ouro XIX,-42.52275986499996,-11.385173401999964,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072851-9-01,Serra do Gentio do Ouro 60,-42.54001611699994,-11.41786608299998,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072852-7-01,Serra do Gentio do Ouro 61,-42.63219008799996,-11.371101499999952,BA,6,37.2,37.2,-11.25,-42.75,latm11p25_lonm42p75
EOLCVBA072853-5-01,Serra do Gentio do Ouro 62,-42.61643854999994,-11.352304910999976,BA,6,37.2,37.2,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA072854-3-01,Serra do Gentio do Ouro 63,-42.544942151999976,-11.38927210199995,BA,6,37.2,37.2,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072855-1-01,Serra do Gentio do Ouro 64,-42.518394694999984,-11.375296486999956,BA,3,18.6,18.6,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072856-0-01,Serra do Gentio do Ouro 65,-42.54289914299994,-11.369077508999965,BA,5,31.0,31.0,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA072857-8-01,Serra do Gentio do Ouro 67,-42.54256482099999,-11.342888193999954,BA,4,24.8,24.8,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA072858-6-01,Serra do Gentio do Ouro 68,-42.52845814099993,-11.357336354999973,BA,5,31.0,31.0,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA072859-4-01,Serra do Gentio do Ouro 69,-42.52069052899998,-11.340644983999937,BA,5,31.0,31.0,-11.25,-42.5,latm11p25_lonm42p50
EOLCVBA072860-8-01,Serra do Gentio do Ouro 70,-42.532185039999945,-11.407273360999966,BA,2,12.4,12.4,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA072892-6-01,Serra do Gentio do Ouro 34,-42.66777291899996,-11.591485172999969,BA,6,37.2,37.2,-11.5,-42.75,latm11p50_lonm42p75
EOLCVBA072893-4-01,Serra do Gentio do Ouro 35,-42.656246092999936,-11.625089554999931,BA,6,37.2,37.2,-11.75,-42.75,latm11p75_lonm42p75
EOLCVBA072894-2-01,Serra do Gentio do Ouro 40,-42.519299116999946,-11.706015432999948,BA,7,43.4,43.4,-11.75,-42.5,latm11p75_lonm42p50
EOLCVBA072895-0-01,Serra do Gentio do Ouro 54,-42.51581485699995,-11.59258654699994,BA,7,43.4,43.4,-11.5,-42.5,latm11p50_lonm42p50
EOLCVBA073669-4-01,Mulato 01,-40.71407399999998,-9.814422999999977,BA,0,0.0,0.0,-9.75,-40.75,latm9p75_lonm40p75
EOLCVBA073740-2-01,Central Geradora Serra Grande I,-38.47410002999993,-9.122251019999965,BA,0,0.0,0.0,-9.0,-38.5,latm9p00_lonm38p50
EOLCVBA073741-0-01,Central Geradora Serra Grande II,-38.45829778999996,-9.106300199999964,BA,0,0.0,0.0,-9.0,-38.5,latm9p00_lonm38p50
EOLCVBA073742-9-01,Central Geradora Serra Grande III,-38.44225062999993,-9.09090914999996,BA,0,0.0,0.0,-9.0,-38.5,latm9p00_lonm38p50
EOLCVBA073743-7-01,Central Geradora Serra Grande IV,-38.41783800999997,-9.08382525999997,BA,0,0.0,0.0,-9.0,-38.5,latm9p00_lonm38p50
