modelo,tipo,horizonte,y_true,y_pred,erro,erro_abs,erro_quad,janela_treino,rodada,cutoff_date,quartil_geracao
XGBOOST,Baseline,1,10232.681174719057,8526.357421875,-1706.3237528440568,1706.3237528440568,2911540.749519826,60.0,10.0,2022-10-01,Q2_media_baixa
XGBOOST,Baseline,2,10261.672263192862,7741.443359375,-2520.2289038178624,2520.2289038178624,6351553.727638984,60.0,10.0,2022-10-01,Q2_media_baixa
XGBOOST,Baseline,3,6551.537428000416,7678.0703125,1126.5328844995838,1126.5328844995838,1269076.3398589527,60.0,10.0,2022-10-01,Q1_baixa
XGBOOST,Baseline,4,8325.108252904669,8422.4658203125,97.35756740783108,97.35756740783108,9478.495931570373,60.0,10.0,2022-10-01,Q2_media_baixa
XGBOOST,Baseline,5,6527.395925578978,8339.0517578125,1811.6558322335222,1811.6558322335222,3282096.854465736,60.0,10.0,2022-10-01,Q1_baixa
XGBOOST,Baseline,6,7510.076084132834,7994.75537109375,484.6792869609162,484.6792869609162,234914.01120894216,60.0,10.0,2022-10-01,Q1_baixa
XGBOOST,Baseline,7,11191.656384207849,9097.576171875,-2094.0802123328485,2094.0802123328485,4385171.935683988,60.0,10.0,2022-10-01,Q3_media_alta
XGBOOST,Baseline,8,12677.379169714666,9313.6533203125,-3363.725849402166,3363.725849402166,11314651.589936325,60.0,10.0,2022-10-01,Q4_alta
XGBOOST,Baseline,9,14163.377102756116,9554.462890625,-4608.914212131116,4608.914212131116,21242090.214784186,60.0,10.0,2022-10-01,Q4_alta
XGBOOST,Baseline,10,14985.70623483637,11318.869140625,-3666.8370942113706,3666.8370942113706,13445694.275484487,60.0,10.0,2022-10-01,Q4_alta
XGBOOST,Baseline,11,15465.297979055042,11812.474609375,-3652.8233696800417,3652.8233696800417,13343118.570080655,60.0,10.0,2022-10-01,Q4_alta
XGBOOST,Baseline,12,13474.112120594003,11549.6181640625,-1924.4939565315035,1924.4939565315035,3703676.9887262806,60.0,10.0,2022-10-01,Q4_alta
XGBOOST,Baseline,1,10261.672263192862,8454.6982421875,-1806.9740210053624,1806.9740210053624,3265155.112588288,60.0,11.0,2022-11-01,Q2_media_baixa
XGBOOST,Baseline,2,6551.537428000416,7509.0849609375,957.5475329370838,957.5475329370838,916897.2778338956,60.0,11.0,2022-11-01,Q1_baixa
XGBOOST,Baseline,3,8325.108252904669,8549.599609375,224.49135647033108,224.49135647033108,50396.36912988926,60.0,11.0,2022-11-01,Q2_media_baixa
XGBOOST,Baseline,4,6527.395925578978,7910.68603515625,1383.2901095772722,1383.2901095772722,1913491.5272543018,60.0,11.0,2022-11-01,Q1_baixa
XGBOOST,Baseline,5,7510.076084132834,8631.1533203125,1121.0772361796662,1121.0772361796662,1256814.169480239,60.0,11.0,2022-11-01,Q1_baixa
XGBOOST,Baseline,6,11191.656384207849,9506.94140625,-1684.7149779578485,1684.7149779578485,2838264.556955514,60.0,11.0,2022-11-01,Q3_media_alta
XGBOOST,Baseline,7,12677.379169714666,9525.1142578125,-3152.264911902166,3152.264911902166,9936774.074809572,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,8,14163.377102756116,10077.302734375,-4086.074368381116,4086.074368381116,16696003.743941138,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,9,14985.70623483637,11171.2744140625,-3814.4318207738706,3814.4318207738706,14549890.115332266,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,10,15465.297979055042,11607.7275390625,-3857.5704399925417,3857.5704399925417,14880849.69950425,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,11,13474.112120594003,11882.6376953125,-1591.4744252815035,1591.4744252815035,2532790.846325092,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,12,12867.849612423348,11240.7763671875,-1627.073245235848,1627.073245235848,2647367.3453623136,60.0,11.0,2022-11-01,Q4_alta
XGBOOST,Baseline,1,6551.537428000416,7483.1142578125,931.5768298120838,931.5768298120838,867835.3898427322,60.0,12.0,2022-12-01,Q1_baixa
XGBOOST,Baseline,2,8325.108252904669,7805.53515625,-519.5730966546689,519.5730966546689,269956.20276732196,60.0,12.0,2022-12-01,Q2_media_baixa
XGBOOST,Baseline,3,6527.395925578978,8245.224609375,1717.8286837960222,1717.8286837960222,2950935.386872374,60.0,12.0,2022-12-01,Q1_baixa
XGBOOST,Baseline,4,7510.076084132834,8498.3369140625,988.2608299296662,988.2608299296662,976659.4679732727,60.0,12.0,2022-12-01,Q1_baixa
XGBOOST,Baseline,5,11191.656384207849,9454.6044921875,-1737.0518920203485,1737.0518920203485,3017349.2755714725,60.0,12.0,2022-12-01,Q3_media_alta
XGBOOST,Baseline,6,12677.379169714666,9657.3212890625,-3020.057880652166,3020.057880652166,9120749.602489254,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,7,14163.377102756116,9731.5546875,-4431.822415256116,4431.822415256116,19641049.920366555,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,8,14985.70623483637,10881.296875,-4104.409359836371,4104.409359836371,16846176.193112407,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,9,15465.297979055042,11570.087890625,-3895.2100884300417,3895.2100884300417,15172661.633007172,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,10,13474.112120594003,11944.07421875,-1530.0379018440035,1530.0379018440035,2341015.9810792003,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,11,12867.849612423348,11500.599609375,-1367.250003048348,1367.250003048348,1869372.5708357075,60.0,12.0,2022-12-01,Q4_alta
XGBOOST,Baseline,12,11781.349343244798,10746.2529296875,-1035.0964135572976,1035.0964135572976,1071424.58535918,60.0,12.0,2022-12-01,Q3_media_alta
