modelo,tipo,horizonte,y_true,y_pred,erro,erro_abs,erro_quad,janela_treino,rodada,cutoff_date,quartil_geracao
CNN,Individual,1,12694.528203816964,-36655.55078125,-49350.07898506697,49350.07898506697,2435430295.8323483,,,,Q4_alta
CNN,Individual,2,11527.302334689168,-2757.04833984375,-14284.350674532918,14284.350674532918,204042674.19302902,,,,Q3_media_alta
CNN,Individual,3,11750.548360863111,281685.40625,269934.8578891369,269934.8578891369,72864827503.62852,,,,Q3_media_alta
CNN,Individual,4,12127.160956265994,-1939.8524169921875,-14067.013373258182,14067.013373258182,197880865.24342453,,,,Q3_media_alta
CNN,Individual,5,10232.681174719057,-147581.53125,-157814.21242471907,157814.21242471907,24905325643.234352,,,,Q2_media_baixa
CNN,Individual,6,10261.672263192862,-130263.7890625,-140525.46132569286,140525.46132569286,19747405280.798798,,,,Q2_media_baixa
CNN,Individual,7,6551.537428000416,-197796.4375,-204347.97492800042,204347.97492800042,41758094857.17469,,,,Q1_baixa
CNN,Individual,8,8325.108252904669,-139023.546875,-147348.65512790467,147348.65512790467,21711626168.002186,,,,Q2_media_baixa
CNN,Individual,9,6527.395925578978,15394.16796875,8866.772043171022,8866.772043171022,78619646.46555923,,,,Q1_baixa
CNN,Individual,10,7510.076084132834,-148543.046875,-156053.12295913283,156053.12295913283,24352577185.29823,,,,Q1_baixa
CNN,Individual,11,11191.656384207849,208922.921875,197731.26549079214,197731.26549079214,39097653352.590126,,,,Q3_media_alta
CNN,Individual,12,12677.379169714666,-275216.15625,-287893.53541971464,287893.53541971464,82882687736.4625,,,,Q4_alta
CNN,Individual,1,11527.302334689168,-38102.38671875,-49629.68905343917,49629.68905343917,2463106035.54106,,,,Q3_media_alta
CNN,Individual,2,11750.548360863111,-2812.8447265625,-14563.393087425611,14563.393087425611,212092418.21887606,,,,Q3_media_alta
CNN,Individual,3,12127.160956265994,287654.21875,275527.057793734,275527.057793734,75915159576.47165,,,,Q3_media_alta
CNN,Individual,4,10232.681174719057,-57.92448043823242,-10290.60565515729,10290.60565515729,105896564.74995518,,,,Q2_media_baixa
CNN,Individual,5,10261.672263192862,-160756.671875,-171018.34413819286,171018.34413819286,29247274031.769363,,,,Q2_media_baixa
CNN,Individual,6,6551.537428000416,-126317.0546875,-132868.59211550042,132868.59211550042,17654062770.75522,,,,Q1_baixa
CNN,Individual,7,8325.108252904669,-211223.1875,-219548.29575290467,219548.29575290467,48201454168.0049,,,,Q2_media_baixa
CNN,Individual,8,6527.395925578978,-150391.859375,-156919.25530057898,156919.25530057898,24623652684.088284,,,,Q1_baixa
CNN,Individual,9,7510.076084132834,-6732.08642578125,-14242.162509914084,14242.162509914084,202839192.95880222,,,,Q1_baixa
CNN,Individual,10,11191.656384207849,-162421.6875,-173613.34388420786,173613.34388420786,30141593174.656216,,,,Q3_media_alta
CNN,Individual,11,12677.379169714666,232898.8125,220221.43333028533,220221.43333028533,48497479698.04531,,,,Q4_alta
CNN,Individual,12,14163.377102756116,-292452.03125,-306615.4083527561,306615.4083527561,94013008639.3274,,,,Q4_alta
CNN,Individual,1,11750.548360863111,-35391.49609375,-47142.04445461311,47142.04445461311,2222372355.3607187,,,,Q3_media_alta
CNN,Individual,2,12127.160956265994,22173.154296875,10045.993340609006,10045.993340609006,100921982.1995605,,,,Q3_media_alta
CNN,Individual,3,10232.681174719057,295156.625,284923.94382528093,284923.94382528093,81181653764.95184,,,,Q2_media_baixa
CNN,Individual,4,10261.672263192862,-27275.861328125,-37537.533591317864,37537.533591317864,1409066428.119317,,,,Q2_media_baixa
CNN,Individual,5,6551.537428000416,-181264.6875,-187816.22492800042,187816.22492800042,35274934346.205246,,,,Q1_baixa
CNN,Individual,6,8325.108252904669,-126061.4765625,-134386.58481540467,134386.58481540467,18059754178.347954,,,,Q2_media_baixa
CNN,Individual,7,6527.395925578978,-205382.59375,-211909.98967557898,211909.98967557898,44905843724.30399,,,,Q1_baixa
CNN,Individual,8,7510.076084132834,-154223.0625,-161733.13858413283,161733.13858413283,26157608116.274315,,,,Q1_baixa
CNN,Individual,9,11191.656384207849,4563.49169921875,-6628.1646849890985,6628.1646849890985,43932567.09133664,,,,Q3_media_alta
CNN,Individual,10,12677.379169714666,-168767.328125,-181444.70729471467,181444.70729471467,32922181805.264683,,,,Q4_alta
CNN,Individual,11,14163.377102756116,234653.671875,220490.29477224388,220490.29477224388,48615970088.751,,,,Q4_alta
CNN,Individual,12,14985.706234836372,-285990.625,-300976.33123483637,300976.33123483637,90586751963.58194,,,,Q4_alta
CNN,Individual,1,12127.160956265994,-36880.03515625,-49007.196112515994,49007.196112515994,2401705270.8106027,,,,Q3_media_alta
CNN,Individual,2,10232.681174719057,30890.849609375,20658.16843465594,20658.16843465594,426759923.0746151,,,,Q2_media_baixa
CNN,Individual,3,10261.672263192862,290075.03125,279813.3589868071,279813.3589868071,78295515867.47978,,,,Q2_media_baixa
CNN,Individual,4,6551.537428000416,-34091.28515625,-40642.82258425042,40642.82258425042,1651839027.6148558,,,,Q1_baixa
CNN,Individual,5,8325.108252904669,-205791.421875,-214116.53012790467,214116.53012790467,45845888474.01391,,,,Q2_media_baixa
CNN,Individual,6,6527.395925578978,-125850.765625,-132378.16155057898,132378.16155057898,17523977655.51119,,,,Q1_baixa
CNN,Individual,7,7510.076084132834,-223723.390625,-231233.46670913283,231233.46670913283,53468916126.32364,,,,Q1_baixa
CNN,Individual,8,11191.656384207849,-173747.34375,-184939.00013420786,184939.00013420786,34202433770.640533,,,,Q3_media_alta
CNN,Individual,9,12677.379169714666,-5585.83837890625,-18263.217548620916,18263.217548620916,333545115.228255,,,,Q4_alta
CNN,Individual,10,14163.377102756116,-173286.75,-187450.12710275612,187450.12710275612,35137550150.839424,,,,Q4_alta
CNN,Individual,11,14985.706234836372,250907.515625,235921.80939016363,235921.80939016363,55659100145.9287,,,,Q4_alta
CNN,Individual,12,15465.297979055042,-313069.71875,-328535.01672905503,328535.01672905503,107935257217.16046,,,,Q4_alta
CNN,Individual,1,10232.681174719057,-23538.08984375,-33770.77101846906,33770.77101846906,1140464975.1818697,,,,Q2_media_baixa
CNN,Individual,2,10261.672263192862,64823.8515625,54562.179299307136,54562.179299307136,2977031409.88974,,,,Q2_media_baixa
CNN,Individual,3,6551.537428000416,328331.4375,321779.9000719996,321779.9000719996,103542304090.34604,,,,Q1_baixa
CNN,Individual,4,8325.108252904669,-30862.90234375,-39188.01059665467,39188.01059665467,1535700174.5235186,,,,Q2_media_baixa
CNN,Individual,5,6527.395925578978,-205025.46875,-211552.86467557898,211552.86467557898,44754614552.44383,,,,Q1_baixa
CNN,Individual,6,7510.076084132834,-155778.4375,-163288.51358413283,163288.51358413283,26663138668.515533,,,,Q1_baixa
CNN,Individual,7,11191.656384207849,-237433.84375,-248625.50013420786,248625.50013420786,61814639316.98499,,,,Q3_media_alta
CNN,Individual,8,12677.379169714666,-185875.640625,-198553.01979471467,198553.01979471467,39423301669.60036,,,,Q4_alta
CNN,Individual,9,14163.377102756116,-3441.9619140625,-17605.339016818616,17605.339016818616,309947961.8971159,,,,Q4_alta
CNN,Individual,10,14985.706234836372,-147651.609375,-162637.31560983637,162637.31560983637,26450896428.773525,,,,Q4_alta
CNN,Individual,11,15465.297979055042,272003.90625,256538.60827094497,256538.60827094497,65812057533.59335,,,,Q4_alta
CNN,Individual,12,13474.112120594003,-338037.1875,-351511.299620594,351511.299620594,123560193760.95901,,,,Q4_alta
CNN,Individual,1,10261.672263192862,-53852.078125,-64113.750388192864,64113.750388192864,4110572988.8395004,,,,Q2_media_baixa
CNN,Individual,2,6551.537428000416,30706.92578125,24155.388353249582,24155.388353249582,583482786.4963056,,,,Q1_baixa
CNN,Individual,3,8325.108252904669,323093.75,314768.64174709533,314768.64174709533,99079297827.31125,,,,Q2_media_baixa
CNN,Individual,4,6527.395925578978,-14462.3818359375,-20989.777761516478,20989.777761516478,440570770.4778517,,,,Q1_baixa
CNN,Individual,5,7510.076084132834,-234507.625,-242017.70108413283,242017.70108413283,58572567638.04867,,,,Q1_baixa
CNN,Individual,6,11191.656384207849,-151960.359375,-163152.01575920786,163152.01575920786,26618580246.29281,,,,Q3_media_alta
CNN,Individual,7,12677.379169714666,-258203.5,-270880.87916971464,270880.87916971464,73376450699.75754,,,,Q4_alta
CNN,Individual,8,14163.377102756116,-210944.515625,-225107.89272775612,225107.89272775612,50673563368.330956,,,,Q4_alta
CNN,Individual,9,14985.706234836372,-24332.685546875,-39318.39178171137,39318.39178171137,1545935932.300148,,,,Q4_alta
CNN,Individual,10,15465.297979055042,-191497.125,-206962.42297905503,206962.42297905503,42833444525.36128,,,,Q4_alta
CNN,Individual,11,13474.112120594003,287102.75,273628.637879406,273628.637879406,74872631467.73909,,,,Q4_alta
CNN,Individual,12,12867.84961242335,-364484.1875,-377352.03711242334,377352.03711242334,142394559912.89572,,,,Q4_alta
CNN,Individual,1,6551.537428000416,-76684.4609375,-83235.99836550042,83235.99836550042,6928231423.901588,,,,Q1_baixa
CNN,Individual,2,8325.108252904669,47107.52734375,38782.41909084533,38782.41909084533,1504076030.5379643,,,,Q2_media_baixa
CNN,Individual,3,6527.395925578978,370859.15625,364331.76032442105,364331.76032442105,132737631581.09138,,,,Q1_baixa
CNN,Individual,4,7510.076084132834,-33049.75390625,-40559.82999038283,40559.82999038283,1645099808.8487585,,,,Q1_baixa
CNN,Individual,5,11191.656384207849,-268662.28125,-279853.93763420783,279853.93763420783,78318226409.3711,,,,Q3_media_alta
CNN,Individual,6,12677.379169714666,-189845.5625,-202522.94166971467,202522.94166971467,41015541902.55465,,,,Q4_alta
CNN,Individual,7,14163.377102756116,-281507.84375,-295671.2208527561,295671.2208527561,87421470840.55928,,,,Q4_alta
CNN,Individual,8,14985.706234836372,-226348.390625,-241334.09685983637,241334.09685983637,58242146307.152885,,,,Q4_alta
CNN,Individual,9,15465.297979055042,-8277.09765625,-23742.39563530504,23742.39563530504,563701350.5033519,,,,Q4_alta
CNN,Individual,10,13474.112120594003,-194434.703125,-207908.815245594,207908.815245594,43226075456.826546,,,,Q4_alta
CNN,Individual,11,12867.84961242335,334845.4375,321977.58788757666,321977.58788757666,103669567101.90216,,,,Q4_alta
CNN,Individual,12,11781.349343244798,-385623.875,-397405.2243432448,397405.2243432448,157930912335.30472,,,,Q3_media_alta
LSTM,Individual,1,12694.528203816964,4464.90478515625,-8229.623418660714,8229.623418660714,67726701.61296886,,,,Q4_alta
LSTM,Individual,2,11527.302334689168,4420.10302734375,-7107.199307345418,7107.199307345418,50512281.99433119,,,,Q3_media_alta
LSTM,Individual,3,11750.548360863111,4468.09765625,-7282.450704613111,7282.450704613111,53034088.26512,,,,Q3_media_alta
LSTM,Individual,4,12127.160956265994,4559.2548828125,-7567.906073453494,7567.906073453494,57273202.33661428,,,,Q3_media_alta
LSTM,Individual,5,10232.681174719057,4727.90869140625,-5504.772483312807,5504.772483312807,30302520.093037847,,,,Q2_media_baixa
LSTM,Individual,6,10261.672263192862,4892.59033203125,-5369.081931161612,5369.081931161612,28827040.783526108,,,,Q2_media_baixa
LSTM,Individual,7,6551.537428000416,5036.8251953125,-1514.7122326879162,1514.7122326879162,2294353.147854412,,,,Q1_baixa
LSTM,Individual,8,8325.108252904669,5157.6328125,-3167.475440404669,3167.475440404669,10032900.665566752,,,,Q2_media_baixa
LSTM,Individual,9,6527.395925578978,5289.94580078125,-1237.4501247977278,1237.4501247977278,1531282.811361912,,,,Q1_baixa
LSTM,Individual,10,7510.076084132834,5394.57861328125,-2115.497470851584,2115.497470851584,4475329.549179448,,,,Q1_baixa
LSTM,Individual,11,11191.656384207849,5434.58203125,-5757.0743529578485,5757.0743529578485,33143905.10548503,,,,Q3_media_alta
LSTM,Individual,12,12677.379169714666,5462.6767578125,-7214.702411902166,7214.702411902166,52051930.89230693,,,,Q4_alta
LSTM,Individual,1,11527.302334689168,5652.26953125,-5875.032803439168,5875.032803439168,34516010.441486284,,,,Q3_media_alta
LSTM,Individual,2,11750.548360863111,6521.32958984375,-5229.218771019361,5229.218771019361,27344728.955181237,,,,Q3_media_alta
LSTM,Individual,3,12127.160956265994,7112.599609375,-5014.561346890994,5014.561346890994,25145825.50173322,,,,Q3_media_alta
LSTM,Individual,4,10232.681174719057,7457.55078125,-2775.130393469057,2775.130393469057,7701348.700755722,,,,Q2_media_baixa
LSTM,Individual,5,10261.672263192862,7659.1640625,-2602.5082006928624,2602.5082006928624,6773048.9346736,,,,Q2_media_baixa
LSTM,Individual,6,6551.537428000416,7799.77880859375,1248.2413805933338,1248.2413805933338,1558106.5442255521,,,,Q1_baixa
LSTM,Individual,7,8325.108252904669,7940.42138671875,-384.6868661859189,384.6868661859189,147983.9850159431,,,,Q2_media_baixa
LSTM,Individual,8,6527.395925578978,8088.916015625,1561.5200900460222,1561.5200900460222,2438344.9916173373,,,,Q1_baixa
LSTM,Individual,9,7510.076084132834,8200.4521484375,690.3760643046662,690.3760643046662,476619.1101648006,,,,Q1_baixa
LSTM,Individual,10,11191.656384207849,8285.9345703125,-2905.7218138953485,2905.7218138953485,8443219.259747274,,,,Q3_media_alta
LSTM,Individual,11,12677.379169714666,8352.521484375,-4324.857685339666,4324.857685339666,18704393.998441577,,,,Q4_alta
LSTM,Individual,12,14163.377102756116,8404.455078125,-5758.922024631116,5758.922024631116,33165182.88578135,,,,Q4_alta
LSTM,Individual,1,11750.548360863111,5363.2646484375,-6387.283712425611,6387.283712425611,40797393.2230175,,,,Q3_media_alta
LSTM,Individual,2,12127.160956265994,6012.14208984375,-6115.018866422244,6115.018866422244,37393455.73669999,,,,Q3_media_alta
LSTM,Individual,3,10232.681174719057,6540.9833984375,-3691.697776281557,3691.697776281557,13628632.47140219,,,,Q2_media_baixa
LSTM,Individual,4,10261.672263192862,6923.37744140625,-3338.2948217866124,3338.2948217866124,11144212.31716731,,,,Q2_media_baixa
LSTM,Individual,5,6551.537428000416,7208.01416015625,656.4767321558338,656.4767321558338,430961.6998620024,,,,Q1_baixa
LSTM,Individual,6,8325.108252904669,7415.01318359375,-910.0950693109189,910.0950693109189,828273.0351840463,,,,Q2_media_baixa
LSTM,Individual,7,6527.395925578978,7561.6357421875,1034.2398166085222,1034.2398166085222,1069651.9982584298,,,,Q1_baixa
LSTM,Individual,8,7510.076084132834,7662.6455078125,152.56942367966622,152.56942367966622,23277.429041945496,,,,Q1_baixa
LSTM,Individual,9,11191.656384207849,7729.9970703125,-3461.6593138953485,3461.6593138953485,11983085.205478415,,,,Q3_media_alta
LSTM,Individual,10,12677.379169714666,7772.896484375,-4904.482685339666,4904.482685339666,24053950.410796583,,,,Q4_alta
LSTM,Individual,11,14163.377102756116,7798.19677734375,-6365.180325412366,6365.180325412366,40515520.57501668,,,,Q4_alta
LSTM,Individual,12,14985.706234836372,7810.91943359375,-7174.7868012426225,7174.7868012426225,51477565.64328534,,,,Q4_alta
LSTM,Individual,1,12127.160956265994,4991.4169921875,-7135.743964078494,7135.743964078494,50918841.920882665,,,,Q3_media_alta
LSTM,Individual,2,10232.681174719057,5471.3759765625,-4761.305198156557,4761.305198156557,22670027.189992648,,,,Q2_media_baixa
LSTM,Individual,3,10261.672263192862,6017.82763671875,-4243.844626474112,4243.844626474112,18010217.2136532,,,,Q2_media_baixa
LSTM,Individual,4,6551.537428000416,6512.54150390625,-38.995924094166185,38.995924094166185,1520.6820959579707,,,,Q1_baixa
LSTM,Individual,5,8325.108252904669,6923.93603515625,-1401.172217748419,1401.172217748419,1963283.5837900226,,,,Q2_media_baixa
LSTM,Individual,6,6527.395925578978,7250.36865234375,722.9727267647722,722.9727267647722,522689.56364569,,,,Q1_baixa
LSTM,Individual,7,7510.076084132834,7478.41015625,-31.665927882833785,31.665927882833785,1002.7309886808301,,,,Q1_baixa
LSTM,Individual,8,11191.656384207849,7669.73876953125,-3521.9176146765985,3521.9176146765985,12403903.684569301,,,,Q3_media_alta
LSTM,Individual,9,12677.379169714666,7828.78857421875,-4848.590595495916,4848.590595495916,23508830.762731444,,,,Q4_alta
LSTM,Individual,10,14163.377102756116,7962.6142578125,-6200.762844943616,6200.762844943616,38449459.859233245,,,,Q4_alta
LSTM,Individual,11,14985.706234836372,8076.486328125,-6909.2199067113725,6909.2199067113725,47737319.71929671,,,,Q4_alta
LSTM,Individual,12,15465.297979055042,8174.35009765625,-7290.947881398792,7290.947881398792,53157921.00927353,,,,Q4_alta
LSTM,Individual,1,10232.681174719057,4919.21875,-5313.462424719057,5313.462424719057,28232882.93890132,,,,Q2_media_baixa
LSTM,Individual,2,10261.672263192862,5337.60693359375,-4924.065329599112,4924.065329599112,24246419.370160013,,,,Q2_media_baixa
LSTM,Individual,3,6551.537428000416,5863.57421875,-687.9632092504162,687.9632092504162,473293.3772821319,,,,Q1_baixa
LSTM,Individual,4,8325.108252904669,6339.34375,-1985.764502904669,1985.764502904669,3943260.660996227,,,,Q2_media_baixa
LSTM,Individual,5,6527.395925578978,6722.12451171875,194.72858613977223,194.72858613977223,37919.2222599947,,,,Q1_baixa
LSTM,Individual,6,7510.076084132834,7000.3720703125,-509.7040138203338,509.7040138203338,259798.181704559,,,,Q1_baixa
LSTM,Individual,7,11191.656384207849,7198.5693359375,-3993.0870482703485,3993.0870482703485,15944744.175064405,,,,Q3_media_alta
LSTM,Individual,8,12677.379169714666,7350.8310546875,-5326.548115027166,5326.548115027166,28372114.82169946,,,,Q4_alta
LSTM,Individual,9,14163.377102756116,7455.44580078125,-6707.931301974866,6707.931301974866,44996342.35201422,,,,Q4_alta
LSTM,Individual,10,14985.706234836372,7532.60546875,-7453.1007660863725,7453.1007660863725,55548711.029437274,,,,Q4_alta
LSTM,Individual,11,15465.297979055042,7595.2216796875,-7870.076299367542,7870.076299367542,61938100.9578667,,,,Q4_alta
LSTM,Individual,12,13474.112120594003,7647.17578125,-5826.9363393440035,5826.9363393440035,33953187.1027677,,,,Q4_alta
LSTM,Individual,1,10261.672263192862,5058.328125,-5203.344138192862,5203.344138192862,27074790.22046602,,,,Q2_media_baixa
LSTM,Individual,2,6551.537428000416,5535.7255859375,-1015.8118420629162,1015.8118420629162,1031873.6984752549,,,,Q1_baixa
LSTM,Individual,3,8325.108252904669,5944.60302734375,-2380.505225560919,2380.505225560919,5666805.1289228415,,,,Q2_media_baixa
LSTM,Individual,4,6527.395925578978,6282.123046875,-245.27287870397777,245.27287870397777,60158.785027736194,,,,Q1_baixa
LSTM,Individual,5,7510.076084132834,6540.61279296875,-969.4632911640838,969.4632911640838,939859.0729146971,,,,Q1_baixa
LSTM,Individual,6,11191.656384207849,6730.03759765625,-4461.6187865515985,4461.6187865515985,19906042.19651016,,,,Q3_media_alta
LSTM,Individual,7,12677.379169714666,6866.79541015625,-5810.583759558416,5810.583759558416,33762883.62684402,,,,Q4_alta
LSTM,Individual,8,14163.377102756116,6965.89306640625,-7197.484036349866,7197.484036349866,51803776.45351116,,,,Q4_alta
LSTM,Individual,9,14985.706234836372,7038.748046875,-7946.9581879613725,7946.9581879613725,63154144.4412063,,,,Q4_alta
LSTM,Individual,10,15465.297979055042,7086.7001953125,-8378.597783742542,8378.597783742542,70200900.82173543,,,,Q4_alta
LSTM,Individual,11,13474.112120594003,7101.44287109375,-6372.6692495002535,6372.6692495002535,40610913.36352612,,,,Q4_alta
LSTM,Individual,12,12867.84961242335,7112.20556640625,-5755.6440460171,5755.6440460171,33127438.38445209,,,,Q4_alta
LSTM,Individual,1,6551.537428000416,5024.89453125,-1526.6428967504162,1526.6428967504162,2330638.534198502,,,,Q1_baixa
LSTM,Individual,2,8325.108252904669,5348.6962890625,-2976.411963842169,2976.411963842169,8859028.178502796,,,,Q2_media_baixa
LSTM,Individual,3,6527.395925578978,5643.08447265625,-884.3114529227278,884.3114529227278,782006.7457703057,,,,Q1_baixa
LSTM,Individual,4,7510.076084132834,5906.59521484375,-1603.4808692890838,1603.4808692890838,2571150.898176076,,,,Q1_baixa
LSTM,Individual,5,11191.656384207849,6113.39404296875,-5078.2623412390985,5078.2623412390985,25788748.40644721,,,,Q3_media_alta
LSTM,Individual,6,12677.379169714666,6253.78369140625,-6423.595478308416,6423.595478308416,41262578.86894433,,,,Q4_alta
LSTM,Individual,7,14163.377102756116,6331.7998046875,-7831.577298068616,7831.577298068616,61333602.97562373,,,,Q4_alta
LSTM,Individual,8,14985.706234836372,6375.9111328125,-8609.795102023872,8609.795102023872,74128571.69883427,,,,Q4_alta
LSTM,Individual,9,15465.297979055042,6398.28662109375,-9067.011357961292,9067.011357961292,82210694.96539907,,,,Q4_alta
LSTM,Individual,10,13474.112120594003,6405.7392578125,-7068.3728627815035,7068.3728627815035,49961894.92730599,,,,Q4_alta
LSTM,Individual,11,12867.84961242335,6403.12353515625,-6464.7260772671,6464.7260772671,41792683.25409726,,,,Q4_alta
LSTM,Individual,12,11781.349343244798,6394.513671875,-5386.835671369798,5386.835671369798,29017998.550342098,,,,Q3_media_alta
INFORMER,Individual,1,12694.528203816964,6112.0693359375,-6582.458867879464,6582.458867879464,43328764.747325,,,,Q4_alta
INFORMER,Individual,2,11527.302334689168,6106.38720703125,-5420.915127657918,5420.915127657918,29386320.82127046,,,,Q3_media_alta
INFORMER,Individual,3,11750.548360863111,6265.5703125,-5484.978048363111,5484.978048363111,30084984.191025205,,,,Q3_media_alta
INFORMER,Individual,4,12127.160956265994,6270.515625,-5856.645331265994,5856.645331265994,34300294.536239766,,,,Q3_media_alta
INFORMER,Individual,5,10232.681174719057,6962.02587890625,-3270.655295812807,3270.655295812807,10697186.064028358,,,,Q2_media_baixa
INFORMER,Individual,6,10261.672263192862,5706.72216796875,-4554.950095224112,4554.950095224112,20747570.36998215,,,,Q2_media_baixa
INFORMER,Individual,7,6551.537428000416,5684.99560546875,-866.5418225316662,866.5418225316662,750894.7301965017,,,,Q1_baixa
INFORMER,Individual,8,8325.108252904669,5686.99169921875,-2638.116553685919,2638.116553685919,6959658.95083167,,,,Q2_media_baixa
INFORMER,Individual,9,6527.395925578978,5691.9306640625,-835.4652615164778,835.4652615164778,698002.2032007966,,,,Q1_baixa
INFORMER,Individual,10,7510.076084132834,6711.5771484375,-798.4989356953338,798.4989356953338,637600.5503065808,,,,Q1_baixa
INFORMER,Individual,11,11191.656384207849,6515.685546875,-4675.9708373328485,4675.9708373328485,21864703.27158726,,,,Q3_media_alta
INFORMER,Individual,12,12677.379169714666,5992.4169921875,-6684.962177527166,6684.962177527166,44688719.31496875,,,,Q4_alta
INFORMER,Individual,1,11527.302334689168,5770.56640625,-5756.735928439168,5756.735928439168,33140008.549782366,,,,Q3_media_alta
INFORMER,Individual,2,11750.548360863111,5912.1103515625,-5838.438009300611,5838.438009300611,34087358.388446085,,,,Q3_media_alta
INFORMER,Individual,3,12127.160956265994,5897.9248046875,-6229.236151578494,6229.236151578494,38803383.03213245,,,,Q3_media_alta
INFORMER,Individual,4,10232.681174719057,6593.6025390625,-3639.078635656557,3639.078635656557,13242893.316491988,,,,Q2_media_baixa
INFORMER,Individual,5,10261.672263192862,5157.85693359375,-5103.815329599112,5103.815329599112,26048930.918650895,,,,Q2_media_baixa
INFORMER,Individual,6,6551.537428000416,5154.19189453125,-1397.3455334691662,1397.3455334691662,1952574.5399062287,,,,Q1_baixa
INFORMER,Individual,7,8325.108252904669,5144.3203125,-3180.787940404669,3180.787940404669,10117411.921823775,,,,Q2_media_baixa
INFORMER,Individual,8,6527.395925578978,5209.05126953125,-1318.3446560477278,1318.3446560477278,1738032.6321296017,,,,Q1_baixa
INFORMER,Individual,9,7510.076084132834,5820.984375,-1689.0917091328338,1689.0917091328338,2853030.801861278,,,,Q1_baixa
INFORMER,Individual,10,11191.656384207849,5218.38134765625,-5973.2750365515985,5973.2750365515985,35680014.6622905,,,,Q3_media_alta
INFORMER,Individual,11,12677.379169714666,5395.4267578125,-7281.952411902166,7281.952411902166,53026830.92920777,,,,Q4_alta
INFORMER,Individual,12,14163.377102756116,5758.462890625,-8404.914212131116,8404.914212131116,70642582.91328362,,,,Q4_alta
INFORMER,Individual,1,11750.548360863111,5841.76708984375,-5908.781271019361,5908.781271019361,34913696.10874917,,,,Q3_media_alta
INFORMER,Individual,2,12127.160956265994,5845.9169921875,-6281.243964078494,6281.243964078494,39454025.736272514,,,,Q3_media_alta
INFORMER,Individual,3,10232.681174719057,6638.58447265625,-3594.096702062807,3594.096702062807,12917531.103778744,,,,Q2_media_baixa
INFORMER,Individual,4,10261.672263192862,5041.8916015625,-5219.780661630362,5219.780661630362,27246110.155530304,,,,Q2_media_baixa
INFORMER,Individual,5,6551.537428000416,5031.6962890625,-1519.8411389379162,1519.8411389379162,2309917.0876081022,,,,Q1_baixa
INFORMER,Individual,6,8325.108252904669,5008.97802734375,-3316.130225560919,3316.130225560919,10996719.67287871,,,,Q2_media_baixa
INFORMER,Individual,7,6527.395925578978,5067.18896484375,-1460.2069607352278,1460.2069607352278,2132204.368179611,,,,Q1_baixa
INFORMER,Individual,8,7510.076084132834,5870.0380859375,-1640.0379981953338,1640.0379981953338,2689724.6355245574,,,,Q1_baixa
INFORMER,Individual,9,11191.656384207849,5075.595703125,-6116.0606810828485,6116.0606810828485,37406198.2546876,,,,Q3_media_alta
INFORMER,Individual,10,12677.379169714666,5184.89794921875,-7492.481220495916,7492.481220495916,56137274.83948398,,,,Q4_alta
INFORMER,Individual,11,14163.377102756116,5648.314453125,-8515.062649631116,8515.062649631116,72506291.92714289,,,,Q4_alta
INFORMER,Individual,12,14985.706234836372,5715.6201171875,-9270.086117648872,9270.086117648872,85934496.62862635,,,,Q4_alta
INFORMER,Individual,1,12127.160956265994,5803.5810546875,-6323.579901578494,6323.579901578494,39987662.771647476,,,,Q3_media_alta
INFORMER,Individual,2,10232.681174719057,6822.458984375,-3410.222190344057,3410.222190344057,11629615.387515016,,,,Q2_media_baixa
INFORMER,Individual,3,10261.672263192862,5133.66943359375,-5128.002829599112,5128.002829599112,26296413.020376503,,,,Q2_media_baixa
INFORMER,Individual,4,6551.537428000416,5111.431640625,-1440.1057873754162,1440.1057873754162,2073904.6788321673,,,,Q1_baixa
INFORMER,Individual,5,8325.108252904669,5105.8369140625,-3219.271338842169,3219.271338842169,10363707.953090651,,,,Q2_media_baixa
INFORMER,Individual,6,6527.395925578978,5116.8232421875,-1410.5726833914778,1410.5726833914778,1989715.2951302342,,,,Q1_baixa
INFORMER,Individual,7,7510.076084132834,6083.54736328125,-1426.5287208515838,1426.5287208515838,2034984.1914144559,,,,Q1_baixa
INFORMER,Individual,8,11191.656384207849,5103.23828125,-6088.4181029578485,6088.4181029578485,37068834.99642485,,,,Q3_media_alta
INFORMER,Individual,9,12677.379169714666,5277.69775390625,-7399.681415808416,7399.681415808416,54755285.055460446,,,,Q4_alta
INFORMER,Individual,10,14163.377102756116,5546.55419921875,-8616.822903537366,8616.822903537366,74249636.95092613,,,,Q4_alta
INFORMER,Individual,11,14985.706234836372,5613.53759765625,-9372.168637180122,9372.168637180122,87837544.96374272,,,,Q4_alta
INFORMER,Individual,12,15465.297979055042,5937.03173828125,-9528.266240773792,9528.266240773792,90787857.55506952,,,,Q4_alta
INFORMER,Individual,1,10232.681174719057,6669.5087890625,-3563.172385656557,3563.172385656557,12696197.449905438,,,,Q2_media_baixa
INFORMER,Individual,2,10261.672263192862,5153.46484375,-5108.207419442862,5108.207419442862,26093783.040051106,,,,Q2_media_baixa
INFORMER,Individual,3,6551.537428000416,5132.7939453125,-1418.7434826879162,1418.7434826879162,2012833.0696694376,,,,Q1_baixa
INFORMER,Individual,4,8325.108252904669,5127.43798828125,-3197.670264623419,3197.670264623419,10225095.121256806,,,,Q2_media_baixa
INFORMER,Individual,5,6527.395925578978,5131.83935546875,-1395.5565701102278,1395.5565701102278,1947578.140377823,,,,Q1_baixa
