MAE,RMSE,MSE,MedAE,MAPE,sMAPE,Bias,MPE,Overestimate_Frac,Direction_Accuracy,MASE,modelo,n_samples
165245.90231623448,198271.2757899576,39311498803.377426,177529.02558946126,1613.3561266495792,189.45702721072368,-70134.94807286005,-685.5459539425639,0.23809523809523808,50.602409638554214,159.87652346122638,CNN,84
4299.880865468296,5030.428016697755,25305206.031177707,4914.274007469389,36.27954039973189,46.855270496299056,-4150.806464985139,-34.03850659284825,0.09523809523809523,73.49397590361446,4.160163698056084,LSTM,84
5080.127271579261,5773.579866898204,33334224.479452282,5620.8569884011395,43.47086202949757,57.97302410709179,-5080.127271579261,-43.47086202949757,0.0,55.42168674698795,4.915057351112689,INFORMER,84
47231.31772625425,55916.504170245564,3126655438.6210895,50986.715659378635,458.37616636601524,170.07444975479265,-22683.549277086167,-217.13180877761323,0.2261904761904762,50.602409638554214,45.696618014256586,ENSEMBLE,84
2394.3106896687186,2760.8412341981025,7622244.320448503,2187.164308605491,23.190034353603142,26.929492181132918,-2194.7986523371746,-20.205690985073318,0.10964912280701754,59.120879120879124,,XGBOOST,456
